CityPair_IATA	Aerolinea Nombre	Clasificacion	Comercial Av Gral	DistanciaKM
AEP - SFN	Austral Líneas Aéreas	Cabotaje	Comercial	388
AEP - SFN	Avianca	Cabotaje	Av. General	388
AEP - SFN	Avianca	Cabotaje	Comercial	388
AEP - SFN	Ejército Argentino	Cabotaje	Av. General	388
AEP - SFN	Flyest	Cabotaje	Av. General	388
AEP - SFN	Flyest	Cabotaje	Comercial	388
AEP - SFN	Fuerza Aérea Argentina	Cabotaje	Av. General	388
AEP - SFN	Gendarmería Nacional	Cabotaje	Av. General	388
AEP - SFN	Gestair	Cabotaje	Av. General	388
AEP - SFN	JetSMART Airlines	Cabotaje	Comercial	388
AEP - SFN	LADE - Líneas Aéreas Del Estado	Cabotaje	Av. General	388
AEP - SFN	LADE - Líneas Aéreas Del Estado	Cabotaje	Comercial	388
AEP - SFN	Línea Aérea SAPSA	Cabotaje	Av. General	388
AEP - SFN	Línea Aérea SAPSA	Cabotaje	Comercial	388
AEP - SFN	Macair Jet	Cabotaje	Av. General	388
AEP - SFN	Macair Jet	Cabotaje	Comercial	388
AEP - SFN	N/A	Cabotaje	Av. General	388
AEP - SFN	N/A	Cabotaje	Comercial	388
AEP - SFN	Prefectura Naval Argentina	Cabotaje	Av. General	388
AEP - SFN	SOL Líneas Aéreas	Cabotaje	Comercial	388
CYR - MDQ		Internacional	Av. General	388
CYR - MDQ	N/A	Internacional	Av. General	388
CYR - MDQ	N/A	Internacional	Comercial	388
MOR - SFN		Cabotaje	Av. General	387
MOR - SFN		Cabotaje	Comercial	387
MOR - SFN	Fuerza Aérea Argentina	Cabotaje	Av. General	387
MOR - SFN	N/A	Cabotaje	Av. General	387
MOR - SFN	N/A	Cabotaje	Comercial	387
RGA - RYO		Cabotaje	Comercial	387
RGA - RYO	LADE - Líneas Aéreas Del Estado	Cabotaje	Comercial	387
RGA - RYO	N/A	Cabotaje	Av. General	387
AFA - RLO		Cabotaje	Av. General	386
AFA - RLO	N/A	Cabotaje	Av. General	386
CRD - PMY		Cabotaje	Av. General	386
CRD - PMY		Cabotaje	Comercial	386
CRD - PMY	Aerolíneas Argentinas	Cabotaje	Comercial	386
CRD - PMY	AirTanker Services	Cabotaje	Comercial	386
CRD - PMY	American Jet	Cabotaje	Av. General	386
CRD - PMY	American Jet	Cabotaje	Comercial	386
CRD - PMY	Andes Líneas Aéreas	Cabotaje	Comercial	386
CRD - PMY	Austral Líneas Aéreas	Cabotaje	Comercial	386
CRD - PMY	Ejército Argentino	Cabotaje	Av. General	386
CRD - PMY	Flybondi	Cabotaje	Comercial	386
CRD - PMY	Fuerza Aérea Argentina	Cabotaje	Av. General	386
CRD - PMY	Global Jet Luxembourg	Cabotaje	Av. General	386
CRD - PMY	LADE - Líneas Aéreas Del Estado	Cabotaje	Av. General	386
CRD - PMY	LADE - Líneas Aéreas Del Estado	Cabotaje	Comercial	386
CRD - PMY	N/A	Cabotaje	Av. General	386
CRD - PMY	N/A	Cabotaje	Comercial	386
CRD - PMY	Prefectura Naval Argentina	Cabotaje	Av. General	386
LGS - LUQ		Cabotaje	Av. General	385
LGS - VMA		Cabotaje	Av. General	385
LGS - LUQ		Cabotaje	Comercial	385
LGS - LUQ	Ejército Argentino	Cabotaje	Av. General	385
LGS - LUQ	N/A	Cabotaje	Av. General	385
LGS - VMA	N/A	Cabotaje	Av. General	385
LGS - LUQ	N/A	Cabotaje	Comercial	385
BRC - GNR		Cabotaje	Av. General	385
BRC - GNR		Cabotaje	Comercial	385
BRC - GNR	Línea Aérea SAPSA	Cabotaje	Av. General	385
BRC - GNR	Línea Aérea SAPSA	Cabotaje	Comercial	385
BRC - GNR	N/A	Cabotaje	Av. General	385
BRC - GNR	N/A	Cabotaje	Comercial	385
CRR - RES		Cabotaje	Av. General	385
CSZ - MDQ		Cabotaje	Av. General	384
CSZ - MDQ		Cabotaje	Comercial	384
CSZ - MDQ	N/A	Cabotaje	Av. General	384
CSZ - MDQ	N/A	Cabotaje	Comercial	384
MDZ - TLX		Internacional	Av. General	384
EZE - MJR		Cabotaje	Av. General	384
EZE - MJR		Cabotaje	Comercial	384
EZE - MJR	N/A	Cabotaje	Av. General	384
EZE - MJR	N/A	Cabotaje	Comercial	384
JUJ - SDE		Cabotaje	Av. General	384
JUJ - SDE		Cabotaje	Comercial	384
JUJ - SDE	Aerolíneas Argentinas	Cabotaje	Comercial	384
JUJ - SDE	American Jet	Cabotaje	Av. General	384
JUJ - SDE	American Jet	Cabotaje	Comercial	384
JUJ - SDE	Andes Líneas Aéreas	Cabotaje	Comercial	384
JUJ - SDE	Ejército Argentino	Cabotaje	Av. General	384
JUJ - SDE	Fuerza Aérea Argentina	Cabotaje	Av. General	384
JUJ - SDE	Gendarmería Nacional	Cabotaje	Av. General	384
JUJ - SDE	N/A	Cabotaje	Av. General	384
JUJ - SDE	N/A	Cabotaje	Comercial	384
AEP - MDQ		Cabotaje	Av. General	383
AEP - MDQ		Cabotaje	Comercial	383
AEP - MDQ	Aerolíneas Argentinas	Cabotaje	Av. General	383
AEP - MDQ	Aerolíneas Argentinas	Cabotaje	Comercial	383
AEP - MDQ	American Jet	Cabotaje	Av. General	383
AEP - MDQ	American Jet	Cabotaje	Comercial	383
AEP - MDQ	Andes Líneas Aéreas	Cabotaje	Av. General	383
AEP - MDQ	Andes Líneas Aéreas	Cabotaje	Comercial	383
AEP - MDQ	Armada Argentina	Cabotaje	Av. General	383
AEP - MDQ	Austral Líneas Aéreas	Cabotaje	Av. General	383
AEP - MDQ	Austral Líneas Aéreas	Cabotaje	Comercial	383
AEP - MDQ	Avianca	Cabotaje	Av. General	383
AEP - MDQ	Avianca	Cabotaje	Comercial	383
AEP - MDQ	Ejército Argentino	Cabotaje	Av. General	383
AEP - MDQ	Flybondi	Cabotaje	Comercial	383
AEP - MDQ	Flyest	Cabotaje	Av. General	383
AEP - MDQ	Flyest	Cabotaje	Comercial	383
AEP - MDQ	Fuerza Aérea Argentina	Cabotaje	Av. General	383
AEP - MDQ	Gendarmería Nacional	Cabotaje	Av. General	383
AEP - MDQ	JetSMART Airlines	Cabotaje	Comercial	383
AEP - MDQ	LADE - Líneas Aéreas Del Estado	Cabotaje	Av. General	383
AEP - MDQ	LADE - Líneas Aéreas Del Estado	Cabotaje	Comercial	383
AEP - MDQ	LATAM Argentina	Cabotaje	Comercial	383
AEP - MDQ	Línea Aérea SAPSA	Cabotaje	Comercial	383
AEP - MDQ	Macair Jet	Cabotaje	Av. General	383
AEP - MDQ	Macair Jet	Cabotaje	Comercial	383
AEP - MDQ	N/A	Cabotaje	Av. General	383
AEP - MDQ	N/A	Cabotaje	Comercial	383
AEP - MDQ	Norwegian Air Argentina	Cabotaje	Comercial	383
AEP - MDQ	Prefectura Naval Argentina	Cabotaje	Av. General	383
AEP - MDQ	SOL Líneas Aéreas	Cabotaje	Comercial	383
PRA - RCU		Cabotaje	Av. General	383
PRA - RCU		Cabotaje	Comercial	383
PRA - RCU	Andes Líneas Aéreas	Cabotaje	Comercial	383
PRA - RCU	Fuerza Aérea Argentina	Cabotaje	Av. General	383
PRA - RCU	Línea Aérea SAPSA	Cabotaje	Av. General	383
PRA - RCU	Línea Aérea SAPSA	Cabotaje	Comercial	383
PRA - RCU	N/A	Cabotaje	Av. General	383
PRA - RCU	N/A	Cabotaje	Comercial	383
EZE - PRA		Cabotaje	Av. General	382
EZE - PRA		Cabotaje	Comercial	382
EZE - PRA	Aerolíneas Argentinas	Cabotaje	Comercial	382
EZE - PRA	American Jet	Cabotaje	Av. General	382
EZE - PRA	American Jet	Cabotaje	Comercial	382
EZE - PRA	Ameriflight	Cabotaje	Av. General	382
EZE - PRA	Ameriflight	Cabotaje	Comercial	382
EZE - PRA	Andes Líneas Aéreas	Cabotaje	Comercial	382
EZE - PRA	Armada Argentina	Cabotaje	Av. General	382
EZE - PRA	Austral Líneas Aéreas	Cabotaje	Comercial	382
EZE - PRA	Execujet Charter	Cabotaje	Av. General	382
EZE - PRA	Fuerza Aérea Argentina	Cabotaje	Av. General	382
EZE - PRA	Línea Aérea SAPSA	Cabotaje	Av. General	382
EZE - PRA	Línea Aérea SAPSA	Cabotaje	Comercial	382
EZE - PRA	Macair Jet	Cabotaje	Av. General	382
EZE - PRA	Macair Jet	Cabotaje	Comercial	382
EZE - PRA	N/A	Cabotaje	Av. General	382
EZE - PRA	N/A	Cabotaje	Comercial	382
EZE - PRA	NetJets	Cabotaje	Av. General	382
EPA - SFN		Cabotaje	Av. General	382
EPA - SFN		Cabotaje	Comercial	382
EPA - SFN	Ejército Argentino	Cabotaje	Av. General	382
EPA - SFN	Flyest	Cabotaje	Comercial	382
EPA - SFN	Fuerza Aérea Argentina	Cabotaje	Av. General	382
EPA - SFN	Gendarmería Nacional	Cabotaje	Av. General	382
EPA - SFN	LADE - Líneas Aéreas Del Estado	Cabotaje	Av. General	382
EPA - SFN	N/A	Cabotaje	Av. General	382
EPA - SFN	N/A	Cabotaje	Comercial	382
EPA - MDQ		Cabotaje	Av. General	382
EPA - MDQ		Cabotaje	Comercial	382
EPA - MDQ	Ejército Argentino	Cabotaje	Av. General	382
EPA - MDQ	Fuerza Aérea Argentina	Cabotaje	Av. General	382
EPA - MDQ	Gendarmería Nacional	Cabotaje	Av. General	382
EPA - MDQ	LADE - Líneas Aéreas Del Estado	Cabotaje	Av. General	382
EPA - MDQ	LADE - Líneas Aéreas Del Estado	Cabotaje	Comercial	382
EPA - MDQ	N/A	Cabotaje	Av. General	382
EPA - MDQ	N/A	Cabotaje	Comercial	382
COC - MOR		Cabotaje	Av. General	381
COC - MOR	Ejército Argentino	Cabotaje	Av. General	381
COC - MOR	Fuerza Aérea Argentina	Cabotaje	Av. General	381
COC - MOR	Gendarmería Nacional	Cabotaje	Av. General	381
COC - MOR	N/A	Cabotaje	Av. General	381
MDX - SFN		Cabotaje	Av. General	381
MDX - SFN	American Jet	Cabotaje	Comercial	381
MDX - SFN	Ejército Argentino	Cabotaje	Av. General	381
MDX - SFN	N/A	Cabotaje	Av. General	381
FMA - IGU	N/A	Internacional	Av. General	381
FMA - IGU	N/A	Internacional	Comercial	381
EZE - STY		Internacional	Av. General	380
EZE - STY		Internacional	Comercial	380
EZE - STY	Ameriflight	Internacional	Av. General	380
EZE - STY	N/A	Internacional	Av. General	380
EZE - STY	N/A	Internacional	Comercial	380
FMA - IGR		Cabotaje	Av. General	379
FMA - IGR		Cabotaje	Comercial	379
FMA - IGR	Austral Líneas Aéreas	Cabotaje	Comercial	379
FMA - IGR	Fuerza Aérea Argentina	Cabotaje	Av. General	379
FMA - IGR	N/A	Cabotaje	Av. General	379
FMA - IGR	N/A	Cabotaje	Comercial	379
NQN - SGV	N/A	Cabotaje	Av. General	379
BHI - MJR		Cabotaje	Av. General	379
BHI - MJR	N/A	Cabotaje	Av. General	379
JNI - RSA		Cabotaje	Av. General	379
JNI - RSA	N/A	Cabotaje	Av. General	379
PEH - RCU		Cabotaje	Av. General	378
PEH - RCU	N/A	Cabotaje	Av. General	378
CTC - VDR		Cabotaje	Av. General	377
CTC - VDR		Cabotaje	Comercial	377
CTC - VDR	N/A	Cabotaje	Av. General	377
IGR - PMG	N/A	Internacional	Av. General	376
SLA - TJA		Internacional	Av. General	376
SLA - TJA		Internacional	Comercial	376
SLA - TJA	Amaszonas	Internacional	Comercial	376
SLA - TJA	N/A	Internacional	Av. General	376
SLA - TJA	N/A	Internacional	Comercial	376
COC - MLZ	N/A	Internacional	Av. General	376
MDQ - MOR		Cabotaje	Av. General	375
MDQ - MOR		Cabotaje	Comercial	375
MDQ - MOR	American Jet	Cabotaje	Av. General	375
MDQ - MOR	American Jet	Cabotaje	Comercial	375
MDQ - MOR	Austral Líneas Aéreas	Cabotaje	Comercial	375
MDQ - MOR	Fuerza Aérea Argentina	Cabotaje	Av. General	375
MDQ - MOR	Línea Aérea SAPSA	Cabotaje	Av. General	375
MDQ - MOR	N/A	Cabotaje	Av. General	375
MDQ - MOR	N/A	Cabotaje	Comercial	375
MDQ - MOR	Prefectura Naval Argentina	Cabotaje	Av. General	375
LCM - UAQ		Cabotaje	Av. General	375
LCM - UAQ		Cabotaje	Comercial	375
LCM - UAQ	N/A	Cabotaje	Av. General	375
LCM - UAQ	N/A	Cabotaje	Comercial	375
CCT - CPC		Cabotaje	Av. General	374
COC - EPA		Cabotaje	Av. General	373
COC - EPA	Ejército Argentino	Cabotaje	Av. General	373
COC - EPA	Fuerza Aérea Argentina	Cabotaje	Av. General	373
COC - EPA	Gendarmería Nacional	Cabotaje	Av. General	373
COC - EPA	N/A	Cabotaje	Av. General	373
BYC - SLA		Internacional	Av. General	373
BYC - SLA	N/A	Internacional	Av. General	373
LPG - PEH	N/A	Cabotaje	Av. General	372
UAQ - VME		Cabotaje	Av. General	372
UAQ - VME		Cabotaje	Comercial	372
UAQ - VME	Avianca	Cabotaje	Av. General	372
UAQ - VME	Fuerza Aérea Argentina	Cabotaje	Av. General	372
UAQ - VME	Macair Jet	Cabotaje	Av. General	372
UAQ - VME	N/A	Cabotaje	Av. General	372
UAQ - VME	N/A	Cabotaje	Comercial	372
OYA - PSS		Cabotaje	Av. General	372
OYA - PSS	Ejército Argentino	Cabotaje	Av. General	372
OYA - PSS	Fuerza Aérea Argentina	Cabotaje	Av. General	372
OYA - PSS	N/A	Cabotaje	Av. General	372
MDQ - MVD		Internacional	Av. General	371
MDQ - MVD		Internacional	Comercial	371
MDQ - MVD	Aerolíneas Argentinas	Internacional	Comercial	371
MDQ - MVD	Amaszonas	Internacional	Av. General	371
MDQ - MVD	Andes Líneas Aéreas	Internacional	Comercial	371
MDQ - MVD	Avianca	Internacional	Comercial	371
MDQ - MVD	Fuerza Aérea Uruguaya	Internacional	Av. General	371
MDQ - MVD	N/A	Internacional	Av. General	371
MDQ - MVD	N/A	Internacional	Comercial	371
IGR - PJC	Fuerza Aérea Argentina	Internacional	Av. General	371
RSA - VRG		Cabotaje	Av. General	371
RSA - VRG	N/A	Cabotaje	Av. General	371
FDO - SFN		Cabotaje	Av. General	369
FDO - SFN		Cabotaje	Comercial	369
FDO - SFN	Aerolíneas Argentinas	Cabotaje	Av. General	369
FDO - SFN	American Jet	Cabotaje	Av. General	369
FDO - SFN	American Jet	Cabotaje	Comercial	369
FDO - SFN	Ameriflight	Cabotaje	Av. General	369
FDO - SFN	Ameriflight	Cabotaje	Comercial	369
FDO - SFN	Ejército Argentino	Cabotaje	Av. General	369
FDO - SFN	Fuerza Aérea Argentina	Cabotaje	Av. General	369
FDO - SFN	Fuerza Aérea Paraguaya	Cabotaje	Av. General	369
FDO - SFN	Interjet	Cabotaje	Av. General	369
FDO - SFN	Línea Aérea SAPSA	Cabotaje	Av. General	369
FDO - SFN	Línea Aérea SAPSA	Cabotaje	Comercial	369
FDO - SFN	N/A	Cabotaje	Av. General	369
FDO - SFN	N/A	Cabotaje	Comercial	369
FDO - SFN	Prefectura Naval Argentina	Cabotaje	Av. General	369
FDO - SFN	Sun Air	Cabotaje	Av. General	369
IRJ - RLO		Cabotaje	Av. General	368
COR - ROS		Cabotaje	Av. General	368
COR - ROS		Cabotaje	Comercial	368
COR - ROS	Aerolíneas Argentinas	Cabotaje	Comercial	368
COR - ROS	American Jet	Cabotaje	Av. General	368
COR - ROS	American Jet	Cabotaje	Comercial	368
COR - ROS	Andes Líneas Aéreas	Cabotaje	Comercial	368
COR - ROS	Austral Líneas Aéreas	Cabotaje	Comercial	368
COR - ROS	Copa Airlines	Cabotaje	Comercial	368
COR - ROS	Ecocopter SA	Cabotaje	Av. General	368
COR - ROS	Ejército Argentino	Cabotaje	Av. General	368
COR - ROS	Flybondi	Cabotaje	Comercial	368
COR - ROS	Flyest	Cabotaje	Av. General	368
COR - ROS	Flyest	Cabotaje	Comercial	368
COR - ROS	Fuerza Aérea Argentina	Cabotaje	Av. General	368
COR - ROS	Fuerza Aérea Uruguaya	Cabotaje	Av. General	368
COR - ROS	Gendarmería Nacional	Cabotaje	Av. General	368
COR - ROS	Gol Transportes Aéreos	Cabotaje	Comercial	368
COR - ROS	Helicol	Cabotaje	Av. General	368
COR - ROS	Interjet	Cabotaje	Av. General	368
COR - ROS	LADE - Líneas Aéreas Del Estado	Cabotaje	Av. General	368
COR - ROS	LADE - Líneas Aéreas Del Estado	Cabotaje	Comercial	368
COR - ROS	LATAM	Cabotaje	Comercial	368
COR - ROS	LATAM Perú	Cabotaje	Comercial	368
COR - ROS	Línea Aérea SAPSA	Cabotaje	Av. General	368
COR - ROS	Línea Aérea SAPSA	Cabotaje	Comercial	368
COR - ROS	Macair Jet	Cabotaje	Av. General	368
COR - ROS	Macair Jet	Cabotaje	Comercial	368
COR - ROS	N/A	Cabotaje	Av. General	368
COR - ROS	N/A	Cabotaje	Comercial	368
COR - ROS	Prefectura Naval Argentina	Cabotaje	Av. General	368
COR - ROS	SOL Líneas Aéreas	Cabotaje	Av. General	368
COR - ROS	SOL Líneas Aéreas	Cabotaje	Comercial	368
COR - ROS	TAM Linhas Aéreas	Cabotaje	Comercial	368
MDX - PRA		Cabotaje	Av. General	367
MDX - PRA		Cabotaje	Comercial	367
MDX - PRA	American Jet	Cabotaje	Comercial	367
MDX - PRA	Ejército Argentino	Cabotaje	Av. General	367
MDX - PRA	Fuerza Aérea Argentina	Cabotaje	Av. General	367
MDX - PRA	N/A	Cabotaje	Av. General	367
RGL - USH		Cabotaje	Av. General	366
RGL - USH		Cabotaje	Comercial	366
RGL - USH	Aerolíneas Argentinas	Cabotaje	Comercial	366
RGL - USH	American Jet	Cabotaje	Comercial	366
RGL - USH	Armada Argentina	Cabotaje	Av. General	366
RGL - USH	Austral Líneas Aéreas	Cabotaje	Comercial	366
RGL - USH	DAP Helicopteros	Cabotaje	Av. General	366
RGL - USH	Ejército Argentino	Cabotaje	Av. General	366
RGL - USH	Fuerza Aérea Argentina	Cabotaje	Av. General	366
RGL - USH	Gendarmería Nacional	Cabotaje	Av. General	366
RGL - USH	JetSMART Airlines	Cabotaje	Comercial	366
RGL - USH	LADE - Líneas Aéreas Del Estado	Cabotaje	Av. General	366
RGL - USH	LADE - Líneas Aéreas Del Estado	Cabotaje	Comercial	366
RGL - USH	LATAM Argentina	Cabotaje	Comercial	366
RGL - USH	N/A	Cabotaje	Av. General	366
RGL - USH	N/A	Cabotaje	Comercial	366
RGL - USH	Polar Air Cargo	Cabotaje	Av. General	366
RGL - USH	Prefectura Naval Argentina	Cabotaje	Av. General	366
CPC - VRG		Cabotaje	Av. General	366
CPC - VRG	N/A	Cabotaje	Av. General	366
BHI - GPO		Cabotaje	Av. General	365
BHI - GPO		Cabotaje	Comercial	365
BHI - GPO	Fuerza Aérea Argentina	Cabotaje	Av. General	365
BHI - GPO	N/A	Cabotaje	Av. General	365
BHI - GPO	N/A	Cabotaje	Comercial	365
AEP - COC		Cabotaje	Av. General	365
AEP - COC		Cabotaje	Comercial	365
AEP - COC	Aerolíneas Argentinas	Cabotaje	Comercial	365
AEP - COC	Austral Líneas Aéreas	Cabotaje	Comercial	365
AEP - COC	Ejército Argentino	Cabotaje	Av. General	365
AEP - COC	Flybondi	Cabotaje	Comercial	365
AEP - COC	Fuerza Aérea Argentina	Cabotaje	Av. General	365
AEP - COC	Gendarmería Nacional	Cabotaje	Av. General	365
AEP - COC	Macair Jet	Cabotaje	Comercial	365
AEP - COC	N/A	Cabotaje	Av. General	365
AEP - COC	N/A	Cabotaje	Comercial	365
AEP - COC	Prefectura Naval Argentina	Cabotaje	Av. General	365
ELO - FMA	N/A	Cabotaje	Av. General	365
OVR - RSA		Cabotaje	Av. General	364
OVR - RSA	N/A	Cabotaje	Av. General	364
MOR - PRA		Cabotaje	Av. General	364
MOR - PRA		Cabotaje	Comercial	364
MOR - PRA	Fuerza Aérea Argentina	Cabotaje	Av. General	364
MOR - PRA	Gendarmería Nacional	Cabotaje	Av. General	364
MOR - PRA	N/A	Cabotaje	Av. General	364
MOR - PRA	N/A	Cabotaje	Comercial	364
FMA - RCQ		Cabotaje	Av. General	363
FMA - RCQ		Cabotaje	Comercial	363
FMA - RCQ	Ejército Argentino	Cabotaje	Av. General	363
FMA - RCQ	Fuerza Aérea Argentina	Cabotaje	Av. General	363
FMA - RCQ	Gendarmería Nacional	Cabotaje	Av. General	363
FMA - RCQ	N/A	Cabotaje	Av. General	363
FMA - RCQ	N/A	Cabotaje	Comercial	363
AEP - PRA		Cabotaje	Av. General	363
AEP - PRA		Cabotaje	Comercial	363
AEP - PRA	Aerolíneas Argentinas	Cabotaje	Av. General	363
AEP - PRA	Aerolíneas Argentinas	Cabotaje	Comercial	363
AEP - PRA	American Jet	Cabotaje	Av. General	363
AEP - PRA	American Jet	Cabotaje	Comercial	363
AEP - PRA	Ameriflight	Cabotaje	Av. General	363
AEP - PRA	Andes Líneas Aéreas	Cabotaje	Comercial	363
AEP - PRA	Austral Líneas Aéreas	Cabotaje	Comercial	363
AEP - PRA	Avianca	Cabotaje	Comercial	363
AEP - PRA	Benair	Cabotaje	Av. General	363
AEP - PRA	Ejército Argentino	Cabotaje	Av. General	363
AEP - PRA	Flybondi	Cabotaje	Comercial	363
AEP - PRA	Flyest	Cabotaje	Av. General	363
AEP - PRA	Flyest	Cabotaje	Comercial	363
AEP - PRA	Fuerza Aérea Argentina	Cabotaje	Av. General	363
AEP - PRA	Fuerza Aérea Uruguaya	Cabotaje	Av. General	363
AEP - PRA	Gendarmería Nacional	Cabotaje	Av. General	363
AEP - PRA	JetSMART Airlines	Cabotaje	Comercial	363
AEP - PRA	LADE - Líneas Aéreas Del Estado	Cabotaje	Av. General	363
AEP - PRA	LATAM Argentina	Cabotaje	Comercial	363
AEP - PRA	Línea Aérea SAPSA	Cabotaje	Comercial	363
AEP - PRA	Macair Jet	Cabotaje	Av. General	363
AEP - PRA	Macair Jet	Cabotaje	Comercial	363
AEP - PRA	N/A	Cabotaje	Av. General	363
AEP - PRA	N/A	Cabotaje	Comercial	363
AEP - PRA	Prefectura Naval Argentina	Cabotaje	Av. General	363
AEP - PRA	SOL Líneas Aéreas	Cabotaje	Comercial	363
LPG - MJR	N/A	Cabotaje	Av. General	362
LCM - SFN		Cabotaje	Av. General	362
LCM - SFN	N/A	Cabotaje	Av. General	362
LCM - SDE		Cabotaje	Av. General	361
LCM - SDE	N/A	Cabotaje	Av. General	361
MCS - PSS		Cabotaje	Av. General	360
MCS - PSS	Ejército Argentino	Cabotaje	Av. General	360
MCS - PSS	Prefectura Naval Argentina	Cabotaje	Av. General	360
GPO - LUQ		Cabotaje	Av. General	360
GPO - VMA		Cabotaje	Av. General	360
GPO - LUQ		Cabotaje	Comercial	360
GPO - LUQ	N/A	Cabotaje	Av. General	360
GPO - VMA	N/A	Cabotaje	Av. General	360
OYO - VDM		Cabotaje	Av. General	359
OYO - VDM		Cabotaje	Comercial	359
OYO - VDM	Línea Aérea SAPSA	Cabotaje	Comercial	359
OYO - VDM	N/A	Cabotaje	Av. General	359
OYO - VDM	N/A	Cabotaje	Comercial	359
RCU - SFN		Cabotaje	Av. General	358
RCU - SFN		Cabotaje	Comercial	358
RCU - SFN	American Jet	Cabotaje	Av. General	358
RCU - SFN	American Jet	Cabotaje	Comercial	358
RCU - SFN	Andes Líneas Aéreas	Cabotaje	Comercial	358
RCU - SFN	Ecocopter SA	Cabotaje	Av. General	358
RCU - SFN	Fuerza Aérea Argentina	Cabotaje	Av. General	358
RCU - SFN	N/A	Cabotaje	Av. General	358
RCU - SFN	N/A	Cabotaje	Comercial	358
EPA - PRA		Cabotaje	Av. General	358
EPA - PRA		Cabotaje	Comercial	358
EPA - PRA	Ejército Argentino	Cabotaje	Av. General	358
EPA - PRA	Fuerza Aérea Argentina	Cabotaje	Av. General	358
EPA - PRA	Gendarmería Nacional	Cabotaje	Av. General	358
EPA - PRA	N/A	Cabotaje	Av. General	358
EPA - PRA	N/A	Cabotaje	Comercial	358
AFA - HOS		Cabotaje	Av. General	358
AFA - HOS	N/A	Cabotaje	Av. General	358
COR - PRA		Cabotaje	Av. General	357
COR - PRA		Cabotaje	Comercial	357
COR - PRA	Aerolíneas Argentinas	Cabotaje	Comercial	357
COR - PRA	American Jet	Cabotaje	Comercial	357
COR - PRA	Andes Líneas Aéreas	Cabotaje	Comercial	357
COR - PRA	Austral Líneas Aéreas	Cabotaje	Comercial	357
COR - PRA	Bell Helicopter Textron	Cabotaje	Av. General	357
COR - PRA	Ejército Argentino	Cabotaje	Av. General	357
COR - PRA	Fuerza Aérea Argentina	Cabotaje	Av. General	357
COR - PRA	Fuerza Aérea Uruguaya	Cabotaje	Av. General	357
COR - PRA	Gendarmería Nacional	Cabotaje	Av. General	357
COR - PRA	Línea Aérea SAPSA	Cabotaje	Comercial	357
COR - PRA	Macair Jet	Cabotaje	Av. General	357
COR - PRA	Macair Jet	Cabotaje	Comercial	357
COR - PRA	N/A	Cabotaje	Av. General	357
COR - PRA	N/A	Cabotaje	Comercial	357
COR - PRA	Personas Y Paquetes Por Aire	Cabotaje	Av. General	357
EZE - MDQ		Cabotaje	Av. General	357
EZE - MDQ		Cabotaje	Comercial	357
EZE - MDQ	Aerolíneas Argentinas	Cabotaje	Comercial	357
EZE - MDQ	American Jet	Cabotaje	Av. General	357
EZE - MDQ	American Jet	Cabotaje	Comercial	357
EZE - MDQ	Andes Líneas Aéreas	Cabotaje	Comercial	357
EZE - MDQ	Armada Argentina	Cabotaje	Av. General	357
EZE - MDQ	Austral Líneas Aéreas	Cabotaje	Comercial	357
EZE - MDQ	Copa Airlines	Cabotaje	Comercial	357
EZE - MDQ	Flybondi	Cabotaje	Comercial	357
EZE - MDQ	Flyest	Cabotaje	Comercial	357
EZE - MDQ	Fuerza Aérea Argentina	Cabotaje	Av. General	357
EZE - MDQ	JetSMART Airlines	Cabotaje	Comercial	357
EZE - MDQ	LADE - Líneas Aéreas Del Estado	Cabotaje	Comercial	357
EZE - MDQ	LATAM	Cabotaje	Av. General	357
EZE - MDQ	LATAM	Cabotaje	Comercial	357
EZE - MDQ	N/A	Cabotaje	Av. General	357
EZE - MDQ	N/A	Cabotaje	Comercial	357
EZE - MDQ	Prefectura Naval Argentina	Cabotaje	Av. General	357
MDZ - VDR		Cabotaje	Av. General	357
MDZ - VDR		Cabotaje	Comercial	357
MDZ - VDR	N/A	Cabotaje	Av. General	357
MDZ - VDR	N/A	Cabotaje	Comercial	357
CPC - RDS		Cabotaje	Av. General	356
CPC - RDS		Cabotaje	Comercial	356
CPC - RDS	N/A	Cabotaje	Av. General	356
COC - FDO		Cabotaje	Av. General	356
COC - FDO		Cabotaje	Comercial	356
COC - FDO	American Jet	Cabotaje	Av. General	356
COC - FDO	American Jet	Cabotaje	Comercial	356
COC - FDO	Bell Helicopter Textron	Cabotaje	Av. General	356
