AñoMes;CityPair_IATA;Aerolinea Nombre;Av. General;Comercial;TotalPasajeros
2025-02;AEP - NQN;Aerolíneas Argentinas;;30439;30439
2025-02;AEP - NQN;Flybondi;;12520;12520
2025-02;AEP - NQN;JetSMART Airlines;;21752;21752
2025-02;AEP - PDP;Aerolíneas Argentinas;;16888;16888
2025-02;AEP - PMQ;American Jet;;32;32
2025-02;AEP - PMY;Aerolíneas Argentinas;;5903;5903
2025-02;AEP - PMY;Flybondi;;4470;4470
2025-02;AEP - PRA;Aerolíneas Argentinas;;3248;3248
2025-02;AEP - PSS;Aerolíneas Argentinas;;9203;9203
2025-02;AEP - PSS;Flybondi;;10512;10512
2025-02;AEP - RCU;Aerolíneas Argentinas;;1100;1100
2025-02;AEP - REC;Gol Transportes Aéreos;;1534;1534
2025-02;AEP - REL;Aerolíneas Argentinas;;16484;16484
2025-02;AEP - RES;Aerolíneas Argentinas;;10229;10229
2025-02;AEP - RGA;Aerolíneas Argentinas;;11641;11641
2025-02;AEP - RGL;Aerolíneas Argentinas;;10513;10513
2025-02;AEP - RGL;Flybondi;;412;412
2025-02;AEP - RHD;Aerolíneas Argentinas;;1337;1337
2025-02;AEP - RLO;Aerolíneas Argentinas;;718;718
2025-02;AEP - ROS;Aerolíneas Argentinas;;12082;12082
2025-02;AEP - ROS;Flybondi;;66;66
2025-02;AEP - RSA;Aerolíneas Argentinas;;2920;2920
2025-02;AEP - SCL;Aerolíneas Argentinas;;15499;15499
2025-02;AEP - SCL;JetSMART Airlines;;23845;23845
2025-02;AEP - SCL;LATAM;;32470;32470
2025-02;AEP - SCL;Sky Airline;;19512;19512
2025-02;AEP - SDE;Aerolíneas Argentinas;;7092;7092
2025-02;AEP - SDE;American Jet;;42;42
2025-02;AEP - SDE;Flybondi;;7535;7535
2025-02;AEP - SFN;Aerolíneas Argentinas;;4506;4506
2025-02;AEP - SFN;American Jet;;47;47
2025-02;AEP - SLA;Aerolíneas Argentinas;;27228;27228
2025-02;AEP - SLA;Andes Líneas Aéreas;;145;145
2025-02;AEP - SLA;Flybondi;;6078;6078
2025-02;AEP - SLA;JetSMART Airlines;;16946;16946
2025-02;AEP - SSA;Aerolíneas Argentinas;;12592;12592
2025-02;AEP - SSA;Gol Transportes Aéreos;;1246;1246
2025-02;AEP - TUC;Aerolíneas Argentinas;;21108;21108
2025-02;AEP - TUC;American Jet;;52;52
2025-02;AEP - TUC;Flybondi;;12201;12201
2025-02;AEP - TUC;JetSMART Airlines;;12370;12370
2025-02;AEP - UAQ;Aerolíneas Argentinas;;9123;9123
2025-02;AEP - UAQ;Flybondi;;3920;3920
2025-02;AEP - USH;Aerolíneas Argentinas;;32612;32612
2025-02;AEP - USH;Flybondi;;1266;1266
2025-02;AEP - USH;JetSMART Airlines;;3236;3236
2025-02;AEP - VDM;Aerolíneas Argentinas;;2870;2870
2025-02;AEP - VVI;Aerolíneas Argentinas;;1247;1247
2025-02;AMS - EZE;KLM;;13135;13135
2025-02;ASU - COR;Aerolíneas Argentinas;;169;169
2025-02;ASU - COR;Amaszonas;;750;750
2025-02;ASU - JUJ;Amaszonas;;307;307
2025-02;ASU - SLA;Amaszonas;;305;305
2025-02;ATL - EZE;Delta Air Lines;;14135;14135
2025-02;BCN - EZE;Iberia Airlines;;18474;18474
2025-02;BHI - BRC;Fuerza Aérea Argentina;13;;13
2025-02;BHI - BRC;LADE - Líneas Aéreas Del Estado;11;211;222
2025-02;BHI - EPA;Fuerza Aérea Argentina;45;;45
2025-02;BHI - EZE;Aerolíneas Argentinas;;45;45
2025-02;BHI - MDQ;LADE - Líneas Aéreas Del Estado;18;160;178
2025-02;BOG - EZE;Avianca;;21853;21853
2025-02;BOG - EZE;Gol Transportes Aéreos;;900;900
2025-02;BOG - EZE;LATAM Perú;;144;144
2025-02;BPS - COR;Andes Líneas Aéreas;;1030;1030
2025-02;BPS - EZE;Gol Transportes Aéreos;;1401;1401
2025-02;BRC - BRC;Aerolíneas Argentinas;;77;77
2025-02;BRC - COR;Aerolíneas Argentinas;;4717;4717
2025-02;BRC - COR;Flybondi;;7130;7130
2025-02;BRC - CPC;Fuerza Aérea Argentina;13;;13
2025-02;BRC - EHL;Fuerza Aérea Argentina;20;;20
2025-02;BRC - EZE;Aerolíneas Argentinas;;16208;16208
2025-02;BRC - EZE;Andes Líneas Aéreas;;1980;1980
2025-02;BRC - EZE;Copa Airlines;;61;61
2025-02;BRC - EZE;Flybondi;;29582;29582
2025-02;BRC - EZE;JetSMART Airlines;;17099;17099
2025-02;BRC - FTE;Aerolíneas Argentinas;;6379;6379
2025-02;BRC - MDZ;Aerolíneas Argentinas;;3294;3294
2025-02;BRC - MDZ;JetSMART Airlines;;5185;5185
2025-02;BRC - ROS;Aerolíneas Argentinas;;3329;3329
2025-02;BRC - SCL;LATAM;;3098;3098
2025-02;BRC - SCL;Sky Airline;;4188;4188
2025-02;BRC - SLA;Fuerza Aérea Argentina;28;;28
2025-02;BSB - EZE;Gol Transportes Aéreos;;5931;5931
2025-02;CBB - EZE;Boliviana de Aviacion;;168;168
2025-02;CDG - EZE;Air France;;15984;15984
2025-02;CNF - EZE;Gol Transportes Aéreos;;2209;2209
2025-02;CNQ - EZE;Flybondi;;1476;1476
2025-02;COR - COR;JetSMART Airlines;;93;93
2025-02;COR - CRD;Aerolíneas Argentinas;;2166;2166
2025-02;COR - CTC;Aerolíneas Argentinas;;46;46
2025-02;COR - EZE;Aerolíneas Argentinas;;7912;7912
2025-02;COR - EZE;Andes Líneas Aéreas;;1087;1087
2025-02;COR - EZE;Flybondi;;4422;4422
2025-02;COR - EZE;JetSMART Airlines;;732;732
2025-02;COR - FLN;Aerolíneas Argentinas;;3825;3825
2025-02;COR - FLN;Gol Transportes Aéreos;;2629;2629
2025-02;COR - FTE;Aerolíneas Argentinas;;2125;2125
2025-02;COR - GIG;Aerolíneas Argentinas;;7148;7148
2025-02;COR - GIG;Gol Transportes Aéreos;;9626;9626
2025-02;COR - IGR;Aerolíneas Argentinas;;4459;4459
2025-02;COR - IGR;Andes Líneas Aéreas;;158;158
2025-02;COR - ITB;Aerolíneas Argentinas;;174;174
2025-02;COR - JUJ;Aerolíneas Argentinas;;2414;2414
2025-02;COR - JUJ;Flybondi;;94;94
2025-02;COR - LIM;LATAM Perú;;8430;8430
2025-02;COR - MAD;Air Europa;;7197;7197
2025-02;COR - MCZ;Flybondi;;1286;1286
2025-02;COR - MDQ;Aerolíneas Argentinas;;3423;3423
2025-02;COR - MDZ;Aerolíneas Argentinas;;6878;6878
2025-02;COR - MDZ;Andes Líneas Aéreas;;202;202
2025-02;COR - MDZ;Flybondi;;2603;2603
2025-02;COR - NQN;Aerolíneas Argentinas;;4580;4580
2025-02;COR - NQN;Flybondi;;4926;4926
2025-02;COR - POA;LATAM Perú;;129;129
2025-02;COR - PTY;Aerolíneas Argentinas;;99;99
2025-02;COR - PTY;Copa Airlines;;18292;18292
2025-02;COR - PUJ;Aerolíneas Argentinas;;3796;3796
2025-02;COR - RES;Aerolíneas Argentinas;;44;44
2025-02;COR - SCL;American Jet;;27;27
2025-02;COR - SCL;LATAM;;10568;10568
2025-02;COR - SLA;Aerolíneas Argentinas;;4629;4629
2025-02;COR - SLA;Andes Líneas Aéreas;;339;339
2025-02;COR - SLA;Flybondi;;3014;3014
2025-02;COR - SSA;Aerolíneas Argentinas;;1065;1065
2025-02;COR - TUC;Aerolíneas Argentinas;;2495;2495
2025-02;COR - UAQ;American Jet;;100;100
2025-02;COR - USH;Aerolíneas Argentinas;;2462;2462
2025-02;COR - VVI;Aerolíneas Argentinas;;90;90
2025-02;CPC - EZE;Aerolíneas Argentinas;;972;972
2025-02;CPC - TUC;Fuerza Aérea Argentina;21;;21
2025-02;CRD - EZE;Aerolíneas Argentinas;;1181;1181
2025-02;CRD - EZE;Flybondi;;6042;6042
2025-02;CRD - EZE;JetSMART Airlines;;463;463
2025-02;CRD - FTE;LADE - Líneas Aéreas Del Estado;44;120;164
2025-02;CRD - MDZ;Aerolíneas Argentinas;;64;64
2025-02;CRD - NQN;Aerolíneas Argentinas;;3170;3170
2025-02;CRD - PMQ;LADE - Líneas Aéreas Del Estado;37;53;90
2025-02;CRD - PUQ;Fuerza Aérea Uruguaya;21;;21
2025-02;CRD - RGL;LADE - Líneas Aéreas Del Estado;;14;14
2025-02;CUN - EZE;Aerolíneas Argentinas;;11818;11818
2025-02;CWB - EZE;Flybondi;;188;188
2025-02;DFW - EZE;American Airlines;;13485;13485
2025-02;EOH - EZE;Avianca;;665;665
2025-02;EPA - MCZ;Fuerza Aérea Argentina;182;;182
2025-02;EPA - TDL;Fuerza Aérea Argentina;13;;13
2025-02;EQS - EZE;Aerolíneas Argentinas;;179;179
2025-02;EZE - EZE;Flybondi;;88;88
2025-02;EZE - EZE;LATAM Perú;;71;71
2025-02;EZE - FCO;Aerolíneas Argentinas;;6711;6711
2025-02;EZE - FCO;ITA Airways;;21258;21258
2025-02;EZE - FLN;Aerolíneas Argentinas;;1680;1680
2025-02;EZE - FLN;Flybondi;;9590;9590
2025-02;EZE - FLN;Gol Transportes Aéreos;;18053;18053
2025-02;EZE - FLN;JetSMART Airlines;;3686;3686
2025-02;EZE - FOR;Gol Transportes Aéreos;;3503;3503
2025-02;EZE - FRA;Lufthansa;;18496;18496
2025-02;EZE - FTE;Aerolíneas Argentinas;;11025;11025
2025-02;EZE - FTE;Flybondi;;9809;9809
2025-02;EZE - FTE;JetSMART Airlines;;3475;3475
2025-02;EZE - GIG;Aerolíneas Argentinas;;16199;16199
2025-02;EZE - GIG;Andes Líneas Aéreas;;710;710
2025-02;EZE - GIG;British Airways;;15508;15508
2025-02;EZE - GIG;Emirates Airline;;11259;11259
2025-02;EZE - GIG;Flybondi;;19185;19185
2025-02;EZE - GIG;Gol Transportes Aéreos;;27133;27133
2025-02;EZE - GIG;JetSMART Airlines;;18208;18208
2025-02;EZE - GIG;TAM Linhas Aéreas;;359;359
2025-02;EZE - GIG;Turkish Airlines;;281;281
2025-02;EZE - GRU;Aerolíneas Argentinas;;262;262
2025-02;EZE - GRU;Air Canada;;13304;13304
2025-02;EZE - GRU;Ethiopian Airlines;;14429;14429
2025-02;EZE - GRU;Flybondi;;954;954
2025-02;EZE - GRU;Gol Transportes Aéreos;;4480;4480
2025-02;EZE - GRU;Lufthansa;;604;604
2025-02;EZE - GRU;Swiss International Air Lines;;4374;4374
2025-02;EZE - GRU;TAM Linhas Aéreas;;6704;6704
2025-02;EZE - GRU;Turkish Airlines;;14758;14758
2025-02;EZE - GYE;Avianca;;1120;1120
2025-02;EZE - GYE;Avianca Costa Rica;;4114;4114
2025-02;EZE - IAH;Delta Air Lines;;277;277
2025-02;EZE - IAH;United Airlines;;27942;27942
2025-02;EZE - IGR;Aerolíneas Argentinas;;10072;10072
2025-02;EZE - IGR;Flybondi;;23361;23361
2025-02;EZE - IGR;JetSMART Airlines;;8831;8831
2025-02;EZE - IRJ;Aerolíneas Argentinas;;72;72
2025-02;EZE - JFK;American Airlines;;14823;14823
2025-02;EZE - JFK;Delta Air Lines;;13656;13656
2025-02;EZE - JPA;Gol Transportes Aéreos;;637;637
2025-02;EZE - JUJ;Aerolíneas Argentinas;;1745;1745
2025-02;EZE - JUJ;Flybondi;;8859;8859
2025-02;EZE - LHR;British Airways;;1298;1298
2025-02;EZE - LIM;Aerolíneas Argentinas;;133;133
2025-02;EZE - LIM;Andes Líneas Aéreas;;707;707
2025-02;EZE - LIM;LATAM Ecuador;;6545;6545
2025-02;EZE - LIM;LATAM Perú;;13621;13621
2025-02;EZE - LIM;Sky Airline;;5992;5992
2025-02;EZE - LIM;Star Up;;250;250
2025-02;EZE - MAD;Aerolíneas Argentinas;;17021;17021
2025-02;EZE - MAD;Air Europa;;17270;17270
2025-02;EZE - MAD;Iberia Airlines;;54290;54290
2025-02;EZE - MAD;ITA Airways;;319;319
2025-02;EZE - MCZ;Gol Transportes Aéreos;;1966;1966
2025-02;EZE - MDE;Avianca;;7310;7310
2025-02;EZE - MDE;Avianca Costa Rica;;150;150
2025-02;EZE - MDQ;Flybondi;;87;87
2025-02;EZE - MDZ;Aerolíneas Argentinas;;6609;6609
2025-02;EZE - MDZ;American Jet;;22;22
2025-02;EZE - MDZ;Andes Líneas Aéreas;;1193;1193
2025-02;EZE - MDZ;Flybondi;;7559;7559
2025-02;EZE - MDZ;JetSMART Airlines;;2133;2133
2025-02;EZE - MEX;Aeroméxico;;13861;13861
2025-02;EZE - MIA;Aerolíneas Argentinas;;27033;27033
2025-02;EZE - MIA;American Airlines;;42278;42278
2025-02;EZE - MIA;United Airlines;;269;269
2025-02;EZE - MVD;Aerolíneas Argentinas;;334;334
2025-02;EZE - MVD;Avianca;;162;162
2025-02;EZE - MVD;Copa Airlines;;293;293
2025-02;EZE - MVD;Delta Air Lines;;256;256
2025-02;EZE - MVD;LATAM;;177;177
2025-02;EZE - MVD;LATAM Ecuador;;133;133
2025-02;EZE - NAT;Gol Transportes Aéreos;;2272;2272
2025-02;EZE - NQN;Aerolíneas Argentinas;;1251;1251
2025-02;EZE - NQN;Flybondi;;2564;2564
2025-02;EZE - NQN;JetSMART Airlines;;1280;1280
2025-02;EZE - PIO;Andes Líneas Aéreas;;724;724
2025-02;EZE - PMQ;American Jet;;69;69
2025-02;EZE - PMY;Aerolíneas Argentinas;;455;455
2025-02;EZE - PMY;Flybondi;;368;368
2025-02;EZE - POA;Gol Transportes Aéreos;;176;176
2025-02;EZE - PRA;American Jet;;11;11
2025-02;EZE - PSS;Aerolíneas Argentinas;;774;774
2025-02;EZE - PSS;Flybondi;;857;857
2025-02;EZE - PTY;Aerolíneas Argentinas;;407;407
2025-02;EZE - PTY;Arajet;;590;590
2025-02;EZE - PTY;Avianca;;250;250
2025-02;EZE - PTY;Copa Airlines;;35158;35158
2025-02;EZE - PUJ;Aerolíneas Argentinas;;13035;13035
2025-02;EZE - PUJ;Arajet;;8290;8290
2025-02;EZE - REC;Flybondi;;170;170
2025-02;EZE - REC;Gol Transportes Aéreos;;2317;2317
2025-02;EZE - REL;Aerolíneas Argentinas;;1008;1008
2025-02;EZE - RES;Aerolíneas Argentinas;;1090;1090
2025-02;EZE - RGL;Aerolíneas Argentinas;;1407;1407
2025-02;EZE - RGL;Flybondi;;4299;4299
2025-02;EZE - SCL;Aerolíneas Argentinas;;522;522
2025-02;EZE - SCL;Arajet;;159;159
2025-02;EZE - SCL;Flybondi;;148;148
2025-02;EZE - SCL;KLM;;11636;11636
2025-02;EZE - SCL;LATAM;;28437;28437
2025-02;EZE - SCL;Sky Airline;;12164;12164
2025-02;EZE - SDE;Aerolíneas Argentinas;;77;77
2025-02;EZE - SDE;Flybondi;;790;790
2025-02;EZE - SFN;American Jet;;50;50
2025-02;EZE - SLA;Aerolíneas Argentinas;;6942;6942
2025-02;EZE - SLA;Andes Líneas Aéreas;;530;530
2025-02;EZE - SLA;Flybondi;;14536;14536
2025-02;EZE - SLA;JetSMART Airlines;;3143;3143
2025-02;EZE - SSA;Gol Transportes Aéreos;;2330;2330
2025-02;EZE - TUC;Aerolíneas Argentinas;;6826;6826
2025-02;EZE - TUC;American Jet;;46;46
2025-02;EZE - TUC;Flybondi;;2723;2723
2025-02;EZE - TUC;JetSMART Airlines;;1090;1090
2025-02;EZE - UAQ;Aerolíneas Argentinas;;236;236
2025-02;EZE - UAQ;Flybondi;;1149;1149
2025-02;EZE - UIO;Avianca;;1992;1992
2025-02;EZE - UIO;Avianca Costa Rica;;4327;4327
2025-02;EZE - USH;Aerolíneas Argentinas;;26395;26395
2025-02;EZE - USH;Flybondi;;15559;15559
2025-02;EZE - USH;JetSMART Airlines;;7607;7607
2025-02;EZE - VVI;Boliviana de Aviacion;;15500;15500
2025-02;EZE - VVI;KLM;;241;241
2025-02;EZE - ZRH;Air Canada;;252;252
2025-02;FDO - IGR;American Jet;;32;32
2025-02;FDO - NQN;American Jet;;20;20
2025-02;FDO - PDP;American Jet;14;;14
2025-02;FLN - MDZ;Sky Airline;;660;660
2025-02;FLN - ROS;Aerolíneas Argentinas;;3824;3824
2025-02;FLN - ROS;Gol Transportes Aéreos;;285;285
2025-02;FTE - PMQ;LADE - Líneas Aéreas Del Estado;;28;28
2025-02;FTE - PNT;Aerovías DAP;;65;65
2025-02;FTE - REL;Aerolíneas Argentinas;;1439;1439
2025-02;FTE - RGL;LADE - Líneas Aéreas Del Estado;23;78;101
2025-02;FTE - SCL;Sky Airline;;1955;1955
2025-02;FTE - USH;Aerolíneas Argentinas;;15311;15311
2025-02;FTE - USH;Flybondi;;4398;4398
2025-02;FTE - USH;LADE - Líneas Aéreas Del Estado;;32;32
2025-02;GIG - ROS;Aerolíneas Argentinas;;4785;4785
2025-02;GIG - ROS;Gol Transportes Aéreos;;9446;9446
2025-02;GRU - MDZ;Gol Transportes Aéreos;;5188;5188
2025-02;GRU - MDZ;TAM Linhas Aéreas;;4447;4447
2025-02;GRU - SLA;Aerolíneas Argentinas;;987;987
2025-02;IGR - JUJ;Aerolíneas Argentinas;;970;970
2025-02;IGR - ROS;Aerolíneas Argentinas;;1336;1336
2025-02;IGR - SLA;Aerolíneas Argentinas;;2987;2987
2025-02;IGR - TUC;Aerolíneas Argentinas;;736;736
2025-02;JUJ - MDZ;Aerolíneas Argentinas;;427;427
2025-02;JUJ - SLA;Aerolíneas Argentinas;;42;42
2025-02;LIM - MDZ;LATAM Perú;;4961;4961
2025-02;LIM - ROS;LATAM Perú;;3180;3180
2025-02;LIM - SLA;LATAM Perú;;6309;6309
2025-02;MDQ - MDZ;Aerolíneas Argentinas;;1433;1433
2025-02;MDQ - ROS;Aerolíneas Argentinas;;1103;1103
2025-02;MDQ - TUC;Aerolíneas Argentinas;;3608;3608
2025-02;MDZ - MDZ;Aerolíneas Argentinas;;43;43
2025-02;MDZ - NQN;Aerolíneas Argentinas;;3105;3105
2025-02;MDZ - NQN;American Jet;;190;190
2025-02;MDZ - PTY;Copa Airlines;;7132;7132
2025-02;MDZ - ROS;Aerolíneas Argentinas;;957;957
2025-02;MDZ - SCL;Aerolíneas Argentinas;;724;724
2025-02;MDZ - SCL;JetSMART Airlines;;3966;3966
2025-02;MDZ - SCL;LATAM;;17592;17592
2025-02;MDZ - SCL;Sky Airline;;11099;11099
2025-02;MDZ - SLA;Aerolíneas Argentinas;;2538;2538
2025-02;MDZ - SLA;JetSMART Airlines;;4020;4020
2025-02;MPN - RGL;LATAM;;159;159
2025-02;NQN - NQN;American Jet;;116;116
2025-02;NQN - SFN;American Jet;;26;26
2025-02;NQN - SLA;JetSMART Airlines;;6806;6806
2025-02;PTY - ROS;Copa Airlines;;11369;11369
2025-02;PUJ - ROS;Aerolíneas Argentinas;;1052;1052
2025-02;PUJ - TUC;Aerolíneas Argentinas;;1234;1234
2025-02;PUQ - USH;Aerovías DAP;;54;54
2025-02;REL - ROS;Aerolíneas Argentinas;;78;78
2025-02;REL - USH;Aerolíneas Argentinas;;1680;1680
2025-02;RGA - RGL;LADE - Líneas Aéreas Del Estado;15;116;131
2025-02;RGA - USH;LADE - Líneas Aéreas Del Estado;;67;67
2025-02;RGL - USH;Fuerza Aérea Argentina;17;;17
2025-02;RGL - USH;LADE - Líneas Aéreas Del Estado;;234;234
2025-02;ROS - SDE;Aerolíneas Argentinas;;137;137
2025-02;ROS - UAQ;American Jet;;50;50
2025-02;SCL - USH;LATAM;;245;245
2025-02;SDE - SDE;Flybondi;;181;181
2025-03;AEP - AFA;Aerolíneas Argentinas;;4163;4163
2025-03;AEP - ASU;Aerolíneas Argentinas;;8599;8599
2025-03;AEP - ASU;Amaszonas;;4144;4144
2025-03;AEP - ASU;JetSMART Airlines;;4218;4218
2025-03;AEP - ASU;LATAM Perú;;146;146
2025-03;AEP - BHI;Aerolíneas Argentinas;;16448;16448
2025-03;AEP - BOG;Aerolíneas Argentinas;;5564;5564
2025-03;AEP - BOG;Avianca;;3492;3492
2025-03;AEP - BPS;Aerolíneas Argentinas;;2619;2619
2025-03;AEP - BRC;Aerolíneas Argentinas;;65250;65250
2025-03;AEP - BRC;Andes Líneas Aéreas;;186;186
2025-03;AEP - BRC;Flybondi;;5120;5120
2025-03;AEP - BRC;Fuerza Aérea Argentina;19;;19
2025-03;AEP - BRC;JetSMART Airlines;;31975;31975
2025-03;AEP - BSB;Aerolíneas Argentinas;;1190;1190
2025-03;AEP - BSB;Gol Transportes Aéreos;;255;255
2025-03;AEP - CNF;Gol Transportes Aéreos;;350;350
2025-03;AEP - CNQ;Aerolíneas Argentinas;;7619;7619
2025-03;AEP - CNQ;Flybondi;;11127;11127
2025-03;AEP - COR;Aerolíneas Argentinas;;66453;66453
2025-03;AEP - COR;American Jet;;22;22
2025-03;AEP - COR;Flybondi;;29532;29532
2025-03;AEP - COR;Fuerza Aérea Argentina;10;;10
2025-03;AEP - COR;JetSMART Airlines;;34232;34232
2025-03;AEP - CPC;Aerolíneas Argentinas;;15239;15239
2025-03;AEP - CPC;Flybondi;;86;86
2025-03;AEP - CPC;JetSMART Airlines;;9063;9063
2025-03;AEP - CRD;Aerolíneas Argentinas;;24908;24908
2025-03;AEP - CRD;Flybondi;;1073;1073
2025-03;AEP - CRD;JetSMART Airlines;;6283;6283
2025-03;AEP - CTC;Aerolíneas Argentinas;;5339;5339
2025-03;AEP - CTC;Flybondi;;90;90
2025-03;AEP - CWB;Aerolíneas Argentinas;;3823;3823
2025-03;AEP - EQS;Aerolíneas Argentinas;;6792;6792
2025-03;AEP - EZE;Aerolíneas Argentinas;;73;73
2025-03;AEP - EZE;Gol Transportes Aéreos;;178;178
2025-03;AEP - EZE;LATAM Perú;;156;156
2025-03;AEP - FLN;Aerolíneas Argentinas;;17259;17259
2025-03;AEP - FLN;Flybondi;;8136;8136
2025-03;AEP - FLN;Gol Transportes Aéreos;;10396;10396
2025-03;AEP - FLN;JetSMART Airlines;;14696;14696
2025-03;AEP - FLN;TAM Linhas Aéreas;;151;151
2025-03;AEP - FMA;Aerolíneas Argentinas;;6191;6191
2025-03;AEP - FMA;Flybondi;;83;83
2025-03;AEP - FOR;Aerolíneas Argentinas;;63;63
2025-03;AEP - FOR;Gol Transportes Aéreos;;847;847
2025-03;AEP - FTE;Aerolíneas Argentinas;;39330;39330
2025-03;AEP - FTE;Flybondi;;2660;2660
2025-03;AEP - FTE;JetSMART Airlines;;5652;5652
2025-03;AEP - GIG;Aerolíneas Argentinas;;41971;41971
2025-03;AEP - GIG;Flybondi;;9933;9933
2025-03;AEP - GIG;Gol Transportes Aéreos;;1108;1108
2025-03;AEP - GIG;JetSMART Airlines;;9761;9761
2025-03;AEP - GRU;Aerolíneas Argentinas;;25077;25077
2025-03;AEP - GRU;Flybondi;;7118;7118
2025-03;AEP - GRU;Gol Transportes Aéreos;;36104;36104
2025-03;AEP - GRU;JetSMART Airlines;;155;155
2025-03;AEP - GRU;TAM Linhas Aéreas;;42829;42829
2025-03;AEP - IGR;Aerolíneas Argentinas;;57540;57540
2025-03;AEP - IGR;American Jet;;15;15
2025-03;AEP - IGR;Andes Líneas Aéreas;;151;151
2025-03;AEP - IGR;Flybondi;;15394;15394
2025-03;AEP - IGR;JetSMART Airlines;;35616;35616
2025-03;AEP - IRJ;Aerolíneas Argentinas;;5120;5120
2025-03;AEP - IRJ;JetSMART Airlines;;42;42
2025-03;AEP - JUJ;Aerolíneas Argentinas;;18907;18907
2025-03;AEP - JUJ;Flybondi;;10748;10748
2025-03;AEP - JUJ;JetSMART Airlines;;93;93
2025-03;AEP - LIM;Aerolíneas Argentinas;;8114;8114
2025-03;AEP - LIM;JetSMART Airlines;;9274;9274
2025-03;AEP - LIM;LATAM Perú;;17516;17516
2025-03;AEP - LIM;Sky Airline;;3704;3704
2025-03;AEP - LUQ;Aerolíneas Argentinas;;4583;4583
2025-03;AEP - MDQ;Aerolíneas Argentinas;;24754;24754
2025-03;AEP - MDQ;American Jet;;43;43
2025-03;AEP - MDQ;JetSMART Airlines;;75;75
2025-03;AEP - MDQ;LADE - Líneas Aéreas Del Estado;25;20;45
2025-03;AEP - MDZ;Aerolíneas Argentinas;;55480;55480
2025-03;AEP - MDZ;Flybondi;;23517;23517
2025-03;AEP - MDZ;JetSMART Airlines;;42656;42656
2025-03;AEP - MVD;Aerolíneas Argentinas;;15846;15846
2025-03;AEP - MVD;JetSMART Airlines;;186;186
2025-03;AEP - NAT;Gol Transportes Aéreos;;488;488
2025-03;AEP - NQN;Aerolíneas Argentinas;;41575;41575
2025-03;AEP - NQN;American Jet;;66;66
2025-03;AEP - NQN;Flybondi;;17431;17431
2025-03;AEP - NQN;JetSMART Airlines;;23745;23745
2025-03;AEP - PDP;Aerolíneas Argentinas;;10362;10362
2025-03;AEP - PMQ;American Jet;;54;54
2025-03;AEP - PMY;Aerolíneas Argentinas;;6128;6128
2025-03;AEP - PMY;Flybondi;;5572;5572
2025-03;AEP - POA;Aerolíneas Argentinas;;3059;3059
2025-03;AEP - POA;TAM Linhas Aéreas;;150;150
2025-03;AEP - PRA;Aerolíneas Argentinas;;3549;3549
2025-03;AEP - PSS;Aerolíneas Argentinas;;11634;11634
2025-03;AEP - PSS;Flybondi;;12994;12994
2025-03;AEP - PUJ;Aerolíneas Argentinas;;160;160
2025-03;AEP - RCU;Aerolíneas Argentinas;;2029;2029
2025-03;AEP - REC;Gol Transportes Aéreos;;1312;1312
2025-03;AEP - REL;Aerolíneas Argentinas;;16056;16056
2025-03;AEP - REL;American Jet;;18;18
2025-03;AEP - RES;Aerolíneas Argentinas;;12464;12464
2025-03;AEP - RES;JetSMART Airlines;;92;92
2025-03;AEP - RGA;Aerolíneas Argentinas;;12481;12481
2025-03;AEP - RGL;Aerolíneas Argentinas;;10461;10461
2025-03;AEP - RHD;Aerolíneas Argentinas;;2564;2564
2025-03;AEP - RHD;American Jet;;77;77
2025-03;AEP - RLO;Aerolíneas Argentinas;;733;733
2025-03;AEP - ROS;Aerolíneas Argentinas;;14670;14670
2025-03;AEP - RSA;Aerolíneas Argentinas;;3694;3694
2025-03;AEP - SCL;Aerolíneas Argentinas;;20179;20179
2025-03;AEP - SCL;JetSMART Airlines;;21017;21017
2025-03;AEP - SCL;LATAM;;36941;36941
2025-03;AEP - SCL;Sky Airline;;18722;18722
2025-03;AEP - SDE;Aerolíneas Argentinas;;8174;8174
2025-03;AEP - SDE;Flybondi;;8738;8738
2025-03;AEP - SDE;JetSMART Airlines;;91;91
2025-03;AEP - SFN;Aerolíneas Argentinas;;6295;6295
2025-03;AEP - SFN;American Jet;;29;29
2025-03;AEP - SLA;Aerolíneas Argentinas;;37385;37385
2025-03;AEP - SLA;Andes Líneas Aéreas;;342;342
2025-03;AEP - SLA;Flybondi;;5789;5789
2025-03;AEP - SLA;JetSMART Airlines;;21869;21869
2025-03;AEP - SSA;Aerolíneas Argentinas;;8978;8978
2025-03;AEP - SSA;Gol Transportes Aéreos;;1478;1478
2025-03;AEP - TUC;Aerolíneas Argentinas;;30761;30761
2025-03;AEP - TUC;Flybondi;;13220;13220
2025-03;AEP - TUC;JetSMART Airlines;;10941;10941
2025-03;AEP - UAQ;Aerolíneas Argentinas;;10370;10370
2025-03;AEP - UAQ;Flybondi;;4855;4855
2025-03;AEP - USH;Aerolíneas Argentinas;;38551;38551
2025-03;AEP - USH;Flybondi;;1641;1641
2025-03;AEP - USH;JetSMART Airlines;;5580;5580
2025-03;AEP - VCP;Fuerza Aérea Brasilera;14;;14
2025-03;AEP - VDM;Aerolíneas Argentinas;;2614;2614
2025-03;AEP - VVI;Aerolíneas Argentinas;;1600;1600
2025-03;AFA - AFA;Aerolíneas Argentinas;;45;45
2025-03;AMS - EZE;KLM;;15622;15622
2025-03;ASU - COR;Aerolíneas Argentinas;;333;333
