AñoMes,RutaCompleta,Tipo de Movimiento,Aerolinea Nombre,Clasificación Vuelo,Clase de vuelo Comercial Av. Gral,Pax,Asientos_Pax,Vuelos,PromedioMovimientosSemanal por mes (frecuencia semanal) todas las rutas,Clasificación SNA Movimiento
2026-04,EZE - SFN,Aterrizaje,"",Cabotaje,Av. General,"0,0",,"1,0",0,SNA - Aterrizaje
2026-04,EZE - SFN,Despegue,"",Cabotaje,Av. General,"2,0",0,"1,0",0,SNA - Despegue
2026-04,EZE - TUC,Aterrizaje,"",Cabotaje,Av. General,"6,5",0,"1,0",0,SNA - Aterrizaje
2026-04,FDO - FLN,Despegue,"",Internacional,Av. General,"9,0",,"1,0",0,Fuera del SNA
2026-04,FDO - GPO,Aterrizaje,"",Cabotaje,Av. General,"0,0",,"1,0",0,SNA - Aterrizaje
2026-04,FDO - GRU,Despegue,"",Internacional,Av. General,"2,0",,"1,0",0,Fuera del SNA
2026-04,FDO - GYE,Aterrizaje,"",Internacional,Av. General,"6,0",,"1,0",0,Fuera del SNA
2026-04,FDO - IBZ,Aterrizaje,"",Internacional,Av. General,"0,0",,"1,0",0,Fuera del SNA
2026-04,FDO - IRJ,Aterrizaje,"",Cabotaje,Av. General,"3,5",,"1,0",0,SNA - Aterrizaje
2026-04,FDO - LIM,Aterrizaje,"",Internacional,Av. General,"5,0",,"1,0",0,Fuera del SNA
2026-04,FDO - LUQ,Despegue,"",Cabotaje,Av. General,"5,5",,"1,0",0,SNA - Despegue
2026-04,FDO - MAD,Aterrizaje,"",Internacional,Av. General,"4,0",,"1,0",0,Fuera del SNA
2026-04,FDO - MDX,Aterrizaje,"",Cabotaje,Av. General,"0,0",,"1,0",0,Fuera del SNA
2026-04,FDO - MDX,Despegue,"",Cabotaje,Av. General,"4,0",,"1,0",0,Fuera del SNA
2026-04,FDO - MLZ,Aterrizaje,"",Internacional,Av. General,"0,0",269,"1,0",0,Fuera del SNA
2026-04,FDO - MLZ,Despegue,"",Internacional,Av. General,"8,0",269,"1,0",0,Fuera del SNA
2026-04,FDO - NVT,Despegue,"",Internacional,Av. General,"0,0",0,"1,0",0,Fuera del SNA
2026-04,FDO - POA,Aterrizaje,"",Internacional,Av. General,"7,0",,"1,0",0,Fuera del SNA
2026-04,FDO - PSS,Aterrizaje,"",Cabotaje,Av. General,"3,0",,"1,0",0,SNA - Aterrizaje
2026-04,FDO - RAF,Aterrizaje,"",Cabotaje,Av. General,"0,0",0,"1,0",0,Fuera del SNA
2026-04,FDO - RAF,Despegue,"",Cabotaje,Av. General,"0,0",,"1,0",0,Fuera del SNA
2026-04,FDO - RLO,Aterrizaje,"",Cabotaje,Av. General,"0,0",0,"1,0",0,SNA - Aterrizaje
2026-04,FDO - SXM,Despegue,"",Internacional,Av. General,"0,0",,"1,0",0,Fuera del SNA
2026-04,FDO - UIO,Aterrizaje,"",Internacional,Av. General,"2,0",,"1,0",0,Fuera del SNA
2026-04,FDO - VCP,Despegue,"",Internacional,Av. General,"5,0",,"1,0",0,Fuera del SNA
2026-04,FLN - MDQ,Despegue,"",Internacional,Av. General,"0,0",,"1,0",0,Fuera del SNA
2026-04,FLN - PSS,Aterrizaje,"",Internacional,Av. General,"2,0",0,"1,0",0,Fuera del SNA
2026-04,FLN - PSS,Despegue,"",Internacional,Av. General,"1,0",0,"1,0",0,Fuera del SNA
2026-04,FMA - FMA,Aterrizaje,"",Cabotaje,Av. General,"1,5",0,"1,0",0,SNA - Aterrizaje
2026-04,FMA - FMA,Despegue,"",Cabotaje,Av. General,"1,5",0,"1,0",0,SNA - Despegue
2026-04,FXE - TUC,Aterrizaje,"",Internacional,Av. General,"4,0",189,"1,0",0,Fuera del SNA
2026-04,GGT - MDZ,Aterrizaje,"",Internacional,Av. General,"7,0",,"1,0",0,Fuera del SNA
2026-04,GGT - MDZ,Despegue,"",Internacional,Av. General,"7,0",,"1,0",0,Fuera del SNA
2026-04,GIG - MDZ,Aterrizaje,"",Internacional,Av. General,"2,0",,"1,0",0,Fuera del SNA
2026-04,GYE - TUC,Aterrizaje,"",Internacional,Av. General,"3,0",0,"1,0",0,Fuera del SNA
2026-04,GYE - TUC,Despegue,"",Internacional,Av. General,"3,0",0,"1,0",0,Fuera del SNA
2026-04,IGR - PSS,Aterrizaje,"",Cabotaje,Av. General,"1,5",,"1,0",0,SNA - Aterrizaje
2026-04,IGU - MDZ,Aterrizaje,"",Internacional,Av. General,"5,0",,"1,0",0,Fuera del SNA
2026-04,IRJ - JUJ,Despegue,"",Cabotaje,Av. General,"6,0",,"1,0",0,SNA - Despegue
2026-04,IRJ - MDZ,Aterrizaje,"",Cabotaje,Av. General,"1,0",,"1,0",0,SNA - Aterrizaje
2026-04,IRJ - TUC,Aterrizaje,"",Cabotaje,Av. General,"1,5",0,"1,0",0,SNA - Aterrizaje
2026-04,JUJ - ORA,Aterrizaje,"",Cabotaje,Av. General,"3,0",,"1,0",0,Fuera del SNA
2026-04,JUJ - SDE,Aterrizaje,"",Cabotaje,Av. General,"4,5",0,"1,0",0,SNA - Aterrizaje
2026-04,JUJ - SDE,Despegue,"",Cabotaje,Av. General,"4,5",0,"1,0",0,SNA - Despegue
2026-04,LGS - LGS,Aterrizaje,"",Cabotaje,Av. General,"0,5",,"1,0",0,SNA - Aterrizaje
2026-04,LGS - LGS,Despegue,"",Cabotaje,Av. General,"0,5",,"1,0",0,SNA - Despegue
2026-04,LPB - TUC,Aterrizaje,"",Internacional,Av. General,"0,0",0,"1,0",0,Fuera del SNA
2026-04,LPG - RSA,Aterrizaje,"",Cabotaje,Av. General,"3,0",,"1,0",0,SNA - Aterrizaje
2026-04,LRD - MDZ,Despegue,"",Internacional,Av. General,"2,0",,"1,0",0,Fuera del SNA
2026-04,LUQ - MDZ,Aterrizaje,"",Cabotaje,Av. General,"0,0",,"1,0",0,SNA - Aterrizaje
2026-04,LUQ - MDZ,Despegue,"",Cabotaje,Av. General,"0,0",,"1,0",0,SNA - Despegue
2026-04,MDQ - PDI,Aterrizaje,"",Cabotaje,Av. General,"0,0",,"1,0",0,Fuera del SNA
2026-04,MDQ - ROS,Aterrizaje,"",Cabotaje,Av. General,"3,0",,"1,0",0,SNA - Aterrizaje
2026-04,MDQ - ROS,Despegue,"",Cabotaje,Av. General,"4,5",,"1,0",0,SNA - Despegue
2026-04,MDQ - SST,Aterrizaje,"",Cabotaje,Av. General,"0,0",,"1,0",0,SNA - Aterrizaje
2026-04,MDQ - SST,Despegue,"",Cabotaje,Av. General,"0,0",,"1,0",0,SNA - Despegue
2026-04,MDZ - MVD,Aterrizaje,"",Internacional,Av. General,"4,0",,"1,0",0,Fuera del SNA
2026-04,MDZ - PDP,Aterrizaje,"",Internacional,Av. General,"4,0",0,"1,0",0,Fuera del SNA
2026-04,MDZ - PSP,Aterrizaje,"",Internacional,Av. General,"2,0",,"1,0",0,Fuera del SNA
2026-04,MDZ - RCU,Despegue,"",Cabotaje,Av. General,"5,0",22,"1,0",0,SNA - Despegue
2026-04,MDZ - SFN,Despegue,"",Cabotaje,Av. General,"1,0",,"1,0",0,SNA - Despegue
2026-04,MDZ - UAQ,Despegue,"",Cabotaje,Av. General,"2,0",,"1,0",0,SNA - Despegue
2026-04,MOR - OYO,Despegue,"",Cabotaje,Av. General,"0,0",,"1,0",0,Fuera del SNA
2026-04,MOR - PEH,Despegue,"",Cabotaje,Av. General,"0,0",,"1,0",0,Fuera del SNA
2026-04,MOR - PSS,Despegue,"",Cabotaje,Av. General,"2,5",,"1,0",0,Fuera del SNA
2026-04,MOR - RCQ,Despegue,"",Cabotaje,Av. General,"0,0",,"1,0",0,Fuera del SNA
2026-04,MOR - SFN,Aterrizaje,"",Cabotaje,Av. General,"0,0",0,"1,0",0,Fuera del SNA
2026-04,MOR - SFN,Despegue,"",Cabotaje,Av. General,"0,0",0,"1,0",0,Fuera del SNA
2026-04,MOR - TDL,Aterrizaje,"",Cabotaje,Av. General,"0,0",,"1,0",0,Fuera del SNA
2026-04,MOR - TDL,Despegue,"",Cabotaje,Av. General,"0,0",,"1,0",0,Fuera del SNA
2026-04,NCJ - SDE,Aterrizaje,"",Cabotaje,Av. General,"1,0",,"1,0",0,Fuera del SNA
2026-04,NQN - REL,Aterrizaje,"",Cabotaje,Av. General,"3,5",0,"1,0",0,SNA - Aterrizaje
2026-04,NVT - PSS,Aterrizaje,"",Internacional,Av. General,"4,0",,"1,0",0,Fuera del SNA
2026-04,NVT - PSS,Despegue,"",Internacional,Av. General,"4,0",,"1,0",0,Fuera del SNA
2026-04,ORA - SLA,Aterrizaje,"",Cabotaje,Av. General,"1,0",85,"1,0",0,Fuera del SNA
2026-04,ORA - SLA,Despegue,"",Cabotaje,Av. General,"2,5",,"1,0",0,Fuera del SNA
2026-04,PDP - RES,Aterrizaje,"",Internacional,Av. General,"0,0",0,"1,0",0,Fuera del SNA
2026-04,PDP - TUC,Despegue,"",Internacional,Av. General,"0,0",0,"1,0",0,Fuera del SNA
2026-04,PIO - TUC,Aterrizaje,"",Internacional,Av. General,"8,0",,"1,0",0,Fuera del SNA
2026-04,PIO - TUC,Despegue,"",Internacional,Av. General,"2,0",,"1,0",0,Fuera del SNA
2026-04,PMY - VDM,Aterrizaje,"",Cabotaje,Av. General,"0,0",,"1,0",0,SNA - Aterrizaje
2026-04,PRA - RCQ,Despegue,"",Cabotaje,Av. General,"3,0",,"1,0",0,SNA - Despegue
2026-04,PRA - SLA,Aterrizaje,"",Cabotaje,Av. General,"1,0",189,"1,0",0,SNA - Aterrizaje
2026-04,PRA - SLA,Despegue,"",Cabotaje,Av. General,"1,0",189,"1,0",0,SNA - Despegue
2026-04,PRA - UAQ,Aterrizaje,"",Cabotaje,Av. General,"1,0",189,"1,0",0,SNA - Aterrizaje
2026-04,PRA - UAQ,Despegue,"",Cabotaje,Av. General,"1,0",189,"1,0",0,SNA - Despegue
2026-04,PSS - PSZ,Despegue,"",Internacional,Av. General,"0,0",0,"1,0",0,Fuera del SNA
2026-04,PUQ - RGA,Aterrizaje,"",Internacional,Av. General,"3,0",,"1,0",0,Fuera del SNA
2026-04,PUQ - RGA,Despegue,"",Internacional,Av. General,"3,0",,"1,0",0,Fuera del SNA
2026-04,PUQ - USH,Aterrizaje,"",Internacional,Av. General,"0,0",0,"1,0",0,Fuera del SNA
2026-04,PUQ - USH,Despegue,"",Internacional,Av. General,"2,0",0,"1,0",0,Fuera del SNA
2026-04,RAF - ROS,Despegue,"",Cabotaje,Av. General,"0,0",,"1,0",0,Fuera del SNA
2026-04,RAF - SFN,Aterrizaje,"",Cabotaje,Av. General,"0,0",,"1,0",0,Fuera del SNA
2026-04,RAF - SFN,Despegue,"",Cabotaje,Av. General,"0,0",,"1,0",0,Fuera del SNA
2026-04,RCQ - RES,Aterrizaje,"",Cabotaje,Av. General,"0,0",0,"1,0",0,SNA - Aterrizaje
2026-04,RCQ - RES,Despegue,"",Cabotaje,Av. General,"0,0",0,"1,0",0,SNA - Despegue
2026-04,RCQ - ROS,Aterrizaje,"",Cabotaje,Av. General,"1,0",,"1,0",0,SNA - Aterrizaje
2026-04,REL - VDM,Aterrizaje,"",Cabotaje,Av. General,"0,0",,"1,0",0,SNA - Aterrizaje
2026-04,REL - VDM,Despegue,"",Cabotaje,Av. General,"0,0",0,"1,0",0,SNA - Despegue
2026-04,RGA - SLA,Despegue,"",Cabotaje,Av. General,"3,0",,"1,0",0,SNA - Despegue
2026-04,RGL - RZA,Despegue,"",Cabotaje,Av. General,"1,0",0,"1,0",0,Fuera del SNA
2026-04,RHD - SDE,Aterrizaje,"",Cabotaje,Av. General,"0,0",,"1,0",0,SNA - Aterrizaje
2026-04,RLO - VDR,Aterrizaje,"",Cabotaje,Av. General,"0,0",,"1,0",0,Fuera del SNA
2026-04,ROS - SDE,Aterrizaje,"",Cabotaje,Av. General,"0,0",0,"1,0",0,SNA - Aterrizaje
2026-04,ROS - SLA,Aterrizaje,"",Cabotaje,Av. General,"1,0",0,"1,0",0,SNA - Aterrizaje
2026-04,ROS - SLA,Despegue,"",Cabotaje,Av. General,"2,5",0,"1,0",0,SNA - Despegue
2026-04,ROS - VMA,Despegue,"",Cabotaje,Av. General,"0,0",,"1,0",0,Fuera del SNA
2026-04,SLA - VVI,Despegue,"",Internacional,Av. General,"3,0",,"1,0",0,Fuera del SNA
2026-04,SSA - TUC,Aterrizaje,"",Internacional,Av. General,"8,0",0,"1,0",0,Fuera del SNA
2026-04,TUC - UAQ,Aterrizaje,"",Cabotaje,Av. General,"4,0",,"1,0",0,SNA - Aterrizaje
2026-04,TUC - UAQ,Despegue,"",Cabotaje,Av. General,"4,5",,"1,0",0,SNA - Despegue
2026-04,USH - WPU,Aterrizaje,"",Internacional,Av. General,"0,0",,"1,0",0,Fuera del SNA
2026-06,AEP - CPA,Despegue,"",Internacional,Av. General,"8,0",0,"1,0",0,Fuera del SNA
2026-06,AEP - CTC,Aterrizaje,"",Cabotaje,Av. General,"2,5",0,"1,0",0,SNA - Aterrizaje
2026-06,AEP - CTC,Despegue,"",Cabotaje,Av. General,"2,0",0,"1,0",0,SNA - Despegue
2026-06,AEP - CYR,Despegue,"",Internacional,Av. General,"7,0",,"1,0",0,Fuera del SNA
2026-06,AEP - GYE,Despegue,"",Internacional,Av. General,"8,0",,"1,0",0,Fuera del SNA
2026-06,AEP - LPA,Aterrizaje,"",Internacional,Av. General,"8,0",0,"1,0",0,Fuera del SNA
2026-06,AEP - MAD,Aterrizaje,"",Internacional,Av. General,"3,0",0,"1,0",0,Fuera del SNA
2026-06,AEP - MDQ,Aterrizaje,"",Cabotaje,Av. General,"1,0",,"1,0",0,SNA - Aterrizaje
2026-06,AEP - MVD,Aterrizaje,"",Internacional,Av. General,"1,0",0,"1,0",0,Fuera del SNA
2026-06,AEP - MVD,Despegue,"",Internacional,Av. General,"0,0",0,"1,0",0,Fuera del SNA
2026-06,AEP - PDP,Aterrizaje,"",Internacional,Av. General,"1,0",0,"1,0",0,Fuera del SNA
2026-06,AEP - PDP,Despegue,"",Internacional,Av. General,"2,0",0,"1,0",0,Fuera del SNA
2026-06,AEP - PSS,Despegue,"",Cabotaje,Av. General,"2,0",0,"1,0",0,SNA - Despegue
2026-06,AEP - RCU,Aterrizaje,"",Cabotaje,Av. General,"0,0",44,"1,0",0,SNA - Aterrizaje
2026-06,AEP - TUC,Despegue,"",Cabotaje,Av. General,"2,5",0,"1,0",0,SNA - Despegue
2026-06,AEP - VME,Aterrizaje,"",Cabotaje,Av. General,"0,0",44,"1,0",0,SNA - Aterrizaje
2026-06,AFA - LUQ,Aterrizaje,"",Cabotaje,Av. General,"0,0",0,"1,0",0,SNA - Aterrizaje
2026-06,AFA - LUQ,Despegue,"",Cabotaje,Av. General,"0,0",0,"1,0",0,SNA - Despegue
2026-06,AFA - RSA,Aterrizaje,"",Cabotaje,Av. General,"0,0",,"1,0",0,SNA - Aterrizaje
2026-06,AFA - RSA,Despegue,"",Cabotaje,Av. General,"0,0",,"1,0",0,SNA - Despegue
2026-06,AFA - VME,Aterrizaje,"",Cabotaje,Av. General,"0,0",,"1,0",0,SNA - Aterrizaje
2026-06,AFA - VME,Despegue,"",Cabotaje,Av. General,"0,0",,"1,0",0,SNA - Despegue
2026-06,ANF - SLA,Aterrizaje,"",Internacional,Av. General,"0,0",44,"1,0",0,Fuera del SNA
2026-06,ASU - CNQ,Aterrizaje,"",Internacional,Av. General,"3,0",0,"1,0",0,Fuera del SNA
2026-06,ASU - CNQ,Despegue,"",Internacional,Av. General,"3,0",0,"1,0",0,Fuera del SNA
2026-06,ASU - NQN,Despegue,"",Internacional,Av. General,"0,0",0,"1,0",0,Fuera del SNA
2026-06,ASU - TUC,Despegue,"",Internacional,Av. General,"0,0",0,"1,0",0,Fuera del SNA
2026-06,BHI - LPG,Despegue,"",Cabotaje,Av. General,"2,0",,"1,0",0,SNA - Despegue
2026-06,BHI - NQN,Aterrizaje,"",Cabotaje,Av. General,"1,0",0,"1,0",0,SNA - Aterrizaje
2026-06,BHI - OYO,Aterrizaje,"",Cabotaje,Av. General,"1,5",,"1,0",0,Fuera del SNA
2026-06,BRC - CPC,Aterrizaje,"",Cabotaje,Av. General,"1,0",0,"1,0",0,SNA - Aterrizaje
2026-06,BRC - EHL,Despegue,"",Cabotaje,Av. General,"6,5",95,"1,0",0,Fuera del SNA
2026-06,BRC - EQS,Despegue,"",Cabotaje,Av. General,"0,5",,"1,0",0,SNA - Despegue
2026-06,BRC - PDP,Despegue,"",Internacional,Av. General,"8,0",,"1,0",0,Fuera del SNA
2026-06,BRC - ROS,Aterrizaje,"",Cabotaje,Av. General,"5,0",0,"1,0",0,SNA - Aterrizaje
2026-06,BRC - TUC,Aterrizaje,"",Cabotaje,Av. General,"6,0",0,"1,0",0,SNA - Aterrizaje
2026-06,BRC - TUC,Despegue,"",Cabotaje,Av. General,"7,0",0,"1,0",0,SNA - Despegue
2026-06,CNQ - IGR,Aterrizaje,"",Cabotaje,Av. General,"0,0",0,"1,0",0,SNA - Aterrizaje
2026-06,CNQ - IGR,Despegue,"",Cabotaje,Av. General,"0,0",0,"1,0",0,SNA - Despegue
2026-06,CNQ - LPG,Aterrizaje,"",Cabotaje,Av. General,"4,0",,"1,0",0,SNA - Aterrizaje
2026-06,CNQ - LPG,Despegue,"",Cabotaje,Av. General,"1,0",,"1,0",0,SNA - Despegue
2026-06,CNQ - PDP,Aterrizaje,"",Internacional,Av. General,"4,0",,"1,0",0,Fuera del SNA
2026-06,CNQ - SDE,Aterrizaje,"",Cabotaje,Av. General,"5,5",0,"1,0",0,SNA - Aterrizaje
2026-06,CNQ - SDE,Despegue,"",Cabotaje,Av. General,"5,5",0,"1,0",0,SNA - Despegue
2026-06,CNQ - SFN,Aterrizaje,"",Cabotaje,Av. General,"0,0",0,"1,0",0,SNA - Aterrizaje
2026-06,CNQ - SLA,Despegue,"",Cabotaje,Av. General,"4,0",,"1,0",0,SNA - Despegue
2026-06,CNQ - TUC,Aterrizaje,"",Cabotaje,Av. General,"5,0",,"1,0",0,SNA - Aterrizaje
2026-06,COC - MOR,Aterrizaje,"",Cabotaje,Av. General,"0,0",,"1,0",0,Fuera del SNA
2026-06,COR - GRU,Aterrizaje,"",Internacional,Av. General,"0,0",,"1,0",0,Fuera del SNA
2026-06,COR - IRJ,Aterrizaje,"",Cabotaje,Av. General,"3,0",,"1,0",0,SNA - Aterrizaje
2026-06,COR - MDZ,Despegue,"",Cabotaje,Av. General,"2,0",,"1,0",0,SNA - Despegue
2026-06,COR - RAF,Aterrizaje,"",Cabotaje,Av. General,"1,0",,"1,0",0,Fuera del SNA
2026-06,COR - RAF,Despegue,"",Cabotaje,Av. General,"4,5",0,"1,0",0,Fuera del SNA
2026-06,COR - RCU,Aterrizaje,"",Cabotaje,Av. General,"2,5",,"1,0",0,SNA - Aterrizaje
2026-06,COR - RGL,Despegue,"",Cabotaje,Av. General,"3,5",0,"1,0",0,SNA - Despegue
2026-06,COR - VMA,Aterrizaje,"",Cabotaje,Av. General,"0,0",0,"1,0",0,Fuera del SNA
2026-06,CRD - MDZ,Despegue,"",Cabotaje,Av. General,"2,0",36,"1,0",0,SNA - Despegue
2026-06,CRD - NQN,Aterrizaje,"",Cabotaje,Av. General,"2,0",,"1,0",0,SNA - Aterrizaje
2026-06,CRD - NQN,Despegue,"",Cabotaje,Av. General,"1,0",,"1,0",0,SNA - Despegue
2026-06,CSZ - FDO,Aterrizaje,"",Cabotaje,Av. General,"0,5",0,"1,0",0,Fuera del SNA
2026-06,CTC - IRJ,Aterrizaje,"",Cabotaje,Av. General,"2,0",0,"1,0",0,SNA - Aterrizaje
2026-06,CTC - LCM,Aterrizaje,"",Cabotaje,Av. General,"0,5",,"1,0",0,Fuera del SNA
2026-06,CTC - SDE,Despegue,"",Cabotaje,Av. General,"1,5",0,"1,0",0,SNA - Despegue
2026-06,CUT - NQN,Aterrizaje,"",Cabotaje,Av. General,"2,0",0,"1,0",0,Fuera del SNA
2026-06,CUT - NQN,Despegue,"",Cabotaje,Av. General,"2,0",0,"1,0",0,Fuera del SNA
2026-06,CUZ - SLA,Aterrizaje,"",Internacional,Av. General,"8,0",,"1,0",0,Fuera del SNA
2026-06,CUZ - SLA,Despegue,"",Internacional,Av. General,"8,0",,"1,0",0,Fuera del SNA
2026-06,CWB - IGR,Despegue,"",Internacional,Av. General,"2,0",0,"1,0",0,Fuera del SNA
2026-06,CYR - FDO,Despegue,"",Internacional,Av. General,"0,0",0,"1,0",0,Fuera del SNA
2026-06,CZM - ROS,Despegue,"",Internacional,Av. General,"5,0",,"1,0",0,Fuera del SNA
2026-06,DZO - EZE,Aterrizaje,"",Internacional,Av. General,"6,0",,"1,0",0,Fuera del SNA
2026-06,DZO - FDO,Aterrizaje,"",Internacional,Av. General,"1,0",,"1,0",0,Fuera del SNA
2026-06,EPA - FDO,Aterrizaje,"",Cabotaje,Av. General,"0,0",0,"1,0",0,SNA - Aterrizaje
2026-06,EPA - VME,Aterrizaje,"",Cabotaje,Av. General,"0,0",22,"1,0",0,SNA - Aterrizaje
2026-06,EPA - VME,Despegue,"",Cabotaje,Av. General,"0,0",22,"1,0",0,SNA - Despegue
2026-06,EZE - NQN,Aterrizaje,"",Cabotaje,Av. General,"7,0",0,"1,0",0,SNA - Aterrizaje
2026-06,EZE - PRA,Aterrizaje,"",Cabotaje,Av. General,"5,5",0,"1,0",0,SNA - Aterrizaje
2026-06,EZE - RAF,Aterrizaje,"",Cabotaje,Av. General,"0,5",0,"1,0",0,Fuera del SNA
2026-06,EZE - RAF,Despegue,"",Cabotaje,Av. General,"0,0",0,"1,0",0,Fuera del SNA
2026-06,EZE - ROS,Despegue,"",Cabotaje,Av. General,"1,0",0,"1,0",0,SNA - Despegue
2026-06,EZE - RSA,Aterrizaje,"",Cabotaje,Av. General,"0,5",,"1,0",0,SNA - Aterrizaje
2026-06,EZE - SFN,Aterrizaje,"",Cabotaje,Av. General,"5,0",0,"1,0",0,SNA - Aterrizaje
2026-06,EZE - SFN,Despegue,"",Cabotaje,Av. General,"3,5",0,"1,0",0,SNA - Despegue
2026-06,FDO - FLN,Aterrizaje,"",Internacional,Av. General,"0,0",0,"1,0",0,Fuera del SNA
2026-06,FDO - FLN,Despegue,"",Internacional,Av. General,"0,0",189,"1,0",0,Fuera del SNA
2026-06,FDO - GPO,Aterrizaje,"",Cabotaje,Av. General,"0,0",0,"1,0",0,SNA - Aterrizaje
2026-06,FDO - GRU,Aterrizaje,"",Internacional,Av. General,"0,0",,"1,0",0,Fuera del SNA
2026-06,FDO - GYE,Aterrizaje,"",Internacional,Av. General,"5,0",,"1,0",0,Fuera del SNA
2026-06,FDO - GYE,Despegue,"",Internacional,Av. General,"4,0",0,"1,0",0,Fuera del SNA
2026-06,FDO - JNI,Despegue,"",Cabotaje,Av. General,"0,0",0,"1,0",0,SNA - Despegue
2026-06,FDO - LIM,Despegue,"",Internacional,Av. General,"9,0",,"1,0",0,Fuera del SNA
2026-06,FDO - LPB,Despegue,"",Internacional,Av. General,"0,0",,"1,0",0,Fuera del SNA
2026-06,FDO - LUQ,Despegue,"",Cabotaje,Av. General,"2,5",,"1,0",0,SNA - Despegue
2026-06,FDO - MDX,Despegue,"",Cabotaje,Av. General,"2,5",,"1,0",0,Fuera del SNA
2026-06,FDO - NAS,Aterrizaje,"",Internacional,Av. General,"0,0",,"1,0",0,Fuera del SNA
2026-06,FDO - NAS,Despegue,"",Internacional,Av. General,"4,0",,"1,0",0,Fuera del SNA
2026-06,FDO - NVT,Aterrizaje,"",Internacional,Av. General,"4,0",,"1,0",0,Fuera del SNA
2026-06,FDO - NVT,Despegue,"",Internacional,Av. General,"5,0",,"1,0",0,Fuera del SNA
2026-06,FDO - OYO,Despegue,"",Cabotaje,Av. General,"1,5",,"1,0",0,Fuera del SNA
2026-06,FDO - PDU,Aterrizaje,"",Internacional,Av. General,"0,0",,"1,0",0,Fuera del SNA
2026-06,FDO - PMQ,Aterrizaje,"",Cabotaje,Av. General,"0,0",,"1,0",0,SNA - Aterrizaje
2026-06,FDO - PMQ,Despegue,"",Cabotaje,Av. General,"2,0",,"1,0",0,SNA - Despegue
2026-06,FDO - POP,Despegue,"",Internacional,Av. General,"7,0",,"1,0",0,Fuera del SNA
2026-06,FDO - PTY,Despegue,"",Internacional,Av. General,"5,0",,"1,0",0,Fuera del SNA
2026-06,FDO - RCU,Despegue,"",Cabotaje,Av. General,"1,0",,"1,0",0,SNA - Despegue
2026-06,FDO - RES,Aterrizaje,"",Cabotaje,Av. General,"1,0",,"1,0",0,SNA - Aterrizaje
2026-06,FDO - RES,Despegue,"",Cabotaje,Av. General,"2,0",,"1,0",0,SNA - Despegue
2026-06,FDO - SID,Aterrizaje,"",Internacional,Av. General,"3,0",,"1,0",0,Fuera del SNA
2026-06,FDO - STY,Despegue,"",Internacional,Av. General,"0,0",,"1,0",0,Fuera del SNA
2026-06,FDO - UAQ,Aterrizaje,"",Cabotaje,Av. General,"3,5",,"1,0",0,SNA - Aterrizaje
2026-06,FDO - VCP,Aterrizaje,"",Internacional,Av. General,"6,0",,"1,0",0,Fuera del SNA
2026-06,FDO - VCP,Despegue,"",Internacional,Av. General,"9,0",,"1,0",0,Fuera del SNA
2026-06,FDO - VDR,Despegue,"",Cabotaje,Av. General,"3,5",0,"1,0",0,Fuera del SNA
2026-06,FDO - VLG,Aterrizaje,"",Cabotaje,Av. General,"0,0",0,"1,0",0,SNA - Aterrizaje
2026-06,GPO - RSA,Aterrizaje,"",Cabotaje,Av. General,"0,0",,"1,0",0,SNA - Aterrizaje
2026-06,GYE - MDZ,Aterrizaje,"",Internacional,Av. General,"0,0",,"1,0",0,Fuera del SNA
2026-06,GYE - TUC,Aterrizaje,"",Internacional,Av. General,"8,0",0,"1,0",0,Fuera del SNA
2026-06,GYE - TUC,Despegue,"",Internacional,Av. General,"8,0",,"1,0",0,Fuera del SNA
2026-06,IGR - ROS,Despegue,"",Cabotaje,Av. General,"2,0",0,"1,0",0,SNA - Despegue
2026-06,IGU - MDZ,Aterrizaje,"",Internacional,Av. General,"8,0",,"1,0",0,Fuera del SNA
2026-06,IRJ - SDE,Aterrizaje,"",Cabotaje,Av. General,"0,0",0,"1,0",0,SNA - Aterrizaje
2026-06,IRJ - SDE,Despegue,"",Cabotaje,Av. General,"0,0",0,"1,0",0,SNA - Despegue
2026-06,IRJ - UAQ,Aterrizaje,"",Cabotaje,Av. General,"1,5",0,"1,0",0,SNA - Aterrizaje
2026-06,JNI - MOR,Aterrizaje,"",Cabotaje,Av. General,"0,0",0,"1,0",0,Fuera del SNA
2026-06,JNI - MOR,Despegue,"",Cabotaje,Av. General,"0,0",0,"1,0",0,Fuera del SNA
2026-06,JUJ - TUC,Aterrizaje,"",Cabotaje,Av. General,"2,0",,"1,0",0,SNA - Aterrizaje
2026-06,JUJ - TUC,Despegue,"",Cabotaje,Av. General,"3,0",,"1,0",0,SNA - Despegue
2026-06,LIM - MDZ,Aterrizaje,"",Internacional,Av. General,"11,0",,"1,0",0,Fuera del SNA
2026-06,LIM - TUC,Despegue,"",Internacional,Av. General,"1,0",,"1,0",0,Fuera del SNA
2026-06,LPG - ROS,Aterrizaje,"",Cabotaje,Av. General,"0,0",,"1,0",0,SNA - Aterrizaje
2026-06,LUQ - MDZ,Aterrizaje,"",Cabotaje,Av. General,"1,5",0,"1,0",0,SNA - Aterrizaje
2026-06,LUQ - MDZ,Despegue,"",Cabotaje,Av. General,"1,5",0,"1,0",0,SNA - Despegue
2026-06,MCS - PSS,Despegue,"",Cabotaje,Av. General,"0,0",,"1,0",0,Fuera del SNA
2026-06,MDQ - ROS,Despegue,"",Cabotaje,Av. General,"1,0",0,"1,0",0,SNA - Despegue
