AñoMes;CityPair_IATA;Aerolinea Nombre;Clasificacion;Comercial Av Gral;TotalPasajeros;Asientos_Pax;Vuelos;frecuencia semanal
2025-07;AEP - EZE;;Cabotaje;Av. General;0;0;0,5;0
2025-07;AEP - FDO;;Cabotaje;Av. General;13,5;0;15,5;4
2025-07;AEP - FLL;;Internacional;Av. General;2;;1;0
2025-07;AEP - GYE;;Internacional;Av. General;2;;1;0
2025-07;AEP - IGR;;Cabotaje;Av. General;3,5;0;0,5;0
2025-07;AEP - IRJ;;Cabotaje;Av. General;5,5;0;1;0
2025-07;AEP - JUJ;;Cabotaje;Av. General;17;0;5,5;1
2025-07;AEP - LIM;;Internacional;Av. General;0;0;1;0
2025-07;AEP - MDQ;;Cabotaje;Av. General;30,5;71;1;0
2025-07;AEP - MDZ;;Cabotaje;Av. General;13,5;0;3,5;1
2025-07;AEP - NQN;;Cabotaje;Av. General;16,5;0;4,5;1
2025-07;AEP - PDI;;Cabotaje;Av. General;0;;0,5;0
2025-07;AEP - PDP;;Internacional;Av. General;0;0;2;0
2025-07;AEP - PMY;;Cabotaje;Av. General;0,5;0;0,5;0
2025-07;AEP - PRA;;Cabotaje;Av. General;0;0;0,5;0
2025-07;AEP - REL;;Cabotaje;Av. General;53,5;0;6,5;1
2025-07;AEP - RES;;Cabotaje;Av. General;45;44;6,5;1
2025-07;AEP - RGL;;Cabotaje;Av. General;5;0;2,5;1
2025-07;AEP - ROS;;Cabotaje;Av. General;28;0;9,5;2
2025-07;AEP - RSA;;Cabotaje;Av. General;6;;2;0
2025-07;AEP - SDE;;Cabotaje;Av. General;14,5;0;5;1
2025-07;AEP - SFN;;Cabotaje;Av. General;2,5;0;0,5;0
2025-07;AEP - SLA;;Cabotaje;Av. General;21,5;0;4;1
2025-07;AEP - TUC;;Cabotaje;Av. General;14,5;0;4;1
2025-07;AEP - UAQ;;Cabotaje;Av. General;1,5;0;1;0
2025-07;AEP - USH;;Cabotaje;Av. General;2;0;0,5;0
2025-07;AEP - VDM;;Cabotaje;Av. General;1,5;0;1;0
2025-07;AFA - AFA;;Cabotaje;Av. General;5;0;463;105
2025-07;AFA - COR;;Cabotaje;Av. General;0;;1;0
2025-07;AFA - GPO;;Cabotaje;Av. General;0,5;;2,5;1
2025-07;AFA - LGS;;Cabotaje;Av. General;0;0;24,5;6
2025-07;AFA - LUQ;;Cabotaje;Av. General;0;;2,5;1
2025-07;AFA - MDZ;;Cabotaje;Av. General;4,5;;9;2
2025-07;AFA - MOR;;Cabotaje;Av. General;0;;0,5;0
2025-07;AFA - NQN;;Cabotaje;Av. General;0;;5,5;1
2025-07;AFA - RSA;;Cabotaje;Av. General;0;;0,5;0
2025-07;AFA - UAQ;;Cabotaje;Av. General;0;;2;0
2025-07;AGT - COR;;Internacional;Av. General;1;;1;0
2025-07;AGT - SLA;;Internacional;Av. General;0;;2;0
2025-07;APZ - LGS;;Cabotaje;Av. General;0;;0,5;0
2025-07;APZ - NQN;;Cabotaje;Av. General;1,5;0;3,5;1
2025-07;ARI - FDO;;Internacional;Av. General;4;0;1;0
2025-07;ASU - CNQ;;Internacional;Av. General;10;0;11;2
2025-07;ASU - COR;;Internacional;Av. General;37;0;8;2
2025-07;ASU - FDO;;Internacional;Av. General;15;0;13;3
2025-07;ASU - MDZ;;Internacional;Av. General;8;0;1;0
2025-07;ASU - RES;;Internacional;Av. General;40;50;4;1
2025-07;ASU - ROS;;Internacional;Av. General;9;0;2;0
2025-07;ASU - SLA;;Internacional;Av. General;0;;2;0
2025-07;BHI - BHI;;Cabotaje;Av. General;0;;23;5
2025-07;BHI - CRD;;Cabotaje;Av. General;0;0;2;0
2025-07;BHI - CSZ;;Cabotaje;Av. General;2;;0,5;0
2025-07;BHI - EPA;;Cabotaje;Av. General;0;0;2;0
2025-07;BHI - FDO;;Cabotaje;Av. General;30,5;0;8,5;2
2025-07;BHI - GPO;;Cabotaje;Av. General;0;;2;0
2025-07;BHI - JNI;;Cabotaje;Av. General;0;;1;0
2025-07;BHI - MDQ;;Cabotaje;Av. General;45,5;71;1;0
2025-07;BHI - MDZ;;Cabotaje;Av. General;6;0;1,5;0
2025-07;BHI - NQN;;Cabotaje;Av. General;9;0;4;1
2025-07;BHI - OYO;;Cabotaje;Av. General;1;0;1,5;0
2025-07;BHI - PDI;;Cabotaje;Av. General;0;;0,5;0
2025-07;BHI - REL;;Cabotaje;Av. General;0;;0,5;0
2025-07;BHI - RSA;;Cabotaje;Av. General;0;;3;1
2025-07;BHI - USH;;Cabotaje;Av. General;5;0;1,5;0
2025-07;BRC - CPC;;Cabotaje;Av. General;4;;3;1
2025-07;BRC - EHL;;Cabotaje;Av. General;0;;0,5;0
2025-07;BRC - EQS;;Cabotaje;Av. General;0;;0,5;0
2025-07;BRC - FDO;;Cabotaje;Av. General;49,5;14;14,5;3
2025-07;BRC - GRU;;Internacional;Av. General;3;0;1;0
2025-07;BRC - MVD;;Internacional;Av. General;4;0;1;0
2025-07;BRC - NQN;;Cabotaje;Av. General;7;;5,5;1
2025-07;BRC - PDP;;Internacional;Av. General;3;0;1;0
2025-07;BRC - ROS;;Cabotaje;Av. General;3;;0,5;0
2025-07;BSB - FDO;;Internacional;Av. General;5;;1;0
2025-07;CNQ - CNQ;;Cabotaje;Av. General;2;0;87;20
2025-07;CNQ - COR;;Cabotaje;Av. General;1,5;0;2;0
2025-07;CNQ - FDO;;Cabotaje;Av. General;25;0;11;2
2025-07;CNQ - FMA;;Cabotaje;Av. General;4,5;0;2;0
2025-07;CNQ - IGR;;Cabotaje;Av. General;0;0;0,5;0
2025-07;CNQ - JNI;;Cabotaje;Av. General;0;;0,5;0
2025-07;CNQ - LPG;;Cabotaje;Av. General;0;0;0,5;0
2025-07;CNQ - MDX;;Cabotaje;Av. General;2;0;1;0
2025-07;CNQ - OYA;;Cabotaje;Av. General;3;0;1,5;0
2025-07;CNQ - PSS;;Cabotaje;Av. General;2;0;5,5;1
2025-07;CNQ - RCQ;;Cabotaje;Av. General;0;;1;0
2025-07;CNQ - RES;;Cabotaje;Av. General;2;0;4,5;1
2025-07;CNQ - ROS;;Cabotaje;Av. General;2,5;0;2;0
2025-07;CNQ - SDE;;Cabotaje;Av. General;4;0;3;1
2025-07;CNQ - SFN;;Cabotaje;Av. General;0;;1;0
2025-07;CNQ - SLA;;Cabotaje;Av. General;18;0;6;1
2025-07;CNQ - TUC;;Cabotaje;Av. General;0;0;1,5;0
2025-07;COR - COR;;Cabotaje;Av. General;5,5;0;19;4
2025-07;COR - CRD;;Cabotaje;Av. General;46;71;0,5;0
2025-07;COR - CTC;;Cabotaje;Av. General;18,5;0;3,5;1
2025-07;COR - EPA;;Cabotaje;Av. General;90,5;171;2;0
2025-07;COR - EZE;;Cabotaje;Av. General;5;0;0,5;0
2025-07;COR - FDO;;Cabotaje;Av. General;49,5;0;42;9
2025-07;COR - GPO;;Cabotaje;Av. General;2;0;1;0
2025-07;COR - IGU;;Internacional;Av. General;2;0;1;0
2025-07;COR - IRJ;;Cabotaje;Av. General;1;0;0,5;0
2025-07;COR - JUJ;;Cabotaje;Av. General;1;;1;0
2025-07;COR - LCM;;Cabotaje;Av. General;0;0;0,5;0
2025-07;COR - LPG;;Cabotaje;Av. General;0,5;;0,5;0
2025-07;COR - LUQ;;Cabotaje;Av. General;4;0;2;0
2025-07;COR - MDQ;;Cabotaje;Av. General;0;;0,5;0
2025-07;COR - MDZ;;Cabotaje;Av. General;74;141;1;0
2025-07;COR - MOR;;Cabotaje;Av. General;0;0;0,5;0
2025-07;COR - NVT;;Internacional;Av. General;3;0;1;0
2025-07;COR - PDP;;Internacional;Av. General;4;0;1;0
2025-07;COR - PRA;;Cabotaje;Av. General;0;0;1;0
2025-07;COR - RAF;;Cabotaje;Av. General;1,5;0;1;0
2025-07;COR - RES;;Cabotaje;Av. General;8,5;0;2;0
2025-07;COR - RHD;;Cabotaje;Av. General;1;0;0,5;0
2025-07;COR - ROS;;Cabotaje;Av. General;4;0;6;1
2025-07;COR - RSA;;Cabotaje;Av. General;9;0;3;1
2025-07;COR - SCL;;Internacional;Av. General;9;0;1;0
2025-07;COR - SDE;;Cabotaje;Av. General;37,5;0;12;3
2025-07;COR - SFN;;Cabotaje;Av. General;2;0;1,5;0
2025-07;COR - SLA;;Cabotaje;Av. General;45;30;8;2
2025-07;COR - TUC;;Cabotaje;Av. General;14;0;3;1
2025-07;COR - UAQ;;Cabotaje;Av. General;18;0;2,5;1
2025-07;COR - VDR;;Cabotaje;Av. General;4,5;0;1,5;0
2025-07;COR - VMA;;Cabotaje;Av. General;3;0;4,5;1
2025-07;CPC - CPC;;Cabotaje;Av. General;6;;3,5;1
2025-07;CPC - NQN;;Cabotaje;Av. General;6;0;6,5;1
2025-07;CRD - CRD;;Cabotaje;Av. General;0;0;8;2
2025-07;CRD - EZE;;Cabotaje;Av. General;2,5;0;0,5;0
2025-07;CRD - FDO;;Cabotaje;Av. General;18;0;7;2
2025-07;CRD - MDZ;;Cabotaje;Av. General;0;71;0,5;0
2025-07;CRD - MOR;;Cabotaje;Av. General;0;0;0,5;0
2025-07;CRD - PMY;;Cabotaje;Av. General;0;56;1,5;0
2025-07;CRD - PRA;;Cabotaje;Av. General;0;0;1;0
2025-07;CRD - REL;;Cabotaje;Av. General;14;0;4;1
2025-07;CRD - RGA;;Cabotaje;Av. General;2,5;0;1,5;0
2025-07;CRD - RGL;;Cabotaje;Av. General;5;0;3;1
2025-07;CRD - VDM;;Cabotaje;Av. General;0;0;2;0
2025-07;CSZ - FDO;;Cabotaje;Av. General;9;0;4,5;1
2025-07;CTC - CTC;;Cabotaje;Av. General;9,5;0;18,5;4
2025-07;CTC - FDO;;Cabotaje;Av. General;24;0;7,5;2
2025-07;CTC - IRJ;;Cabotaje;Av. General;18,5;0;5,5;1
2025-07;CTC - JUJ;;Cabotaje;Av. General;0,5;;1,5;0
2025-07;CTC - LUQ;;Cabotaje;Av. General;0,5;;0,5;0
2025-07;CTC - MDZ;;Cabotaje;Av. General;0;;1;0
2025-07;CTC - RHD;;Cabotaje;Av. General;0;0;1,5;0
2025-07;CTC - RLO;;Cabotaje;Av. General;0;;1,5;0
2025-07;CTC - SDE;;Cabotaje;Av. General;5;;2,5;1
2025-07;CTC - SLA;;Cabotaje;Av. General;66;19;16,5;4
2025-07;CTC - TUC;;Cabotaje;Av. General;12;0;2;0
2025-07;CTC - UAQ;;Cabotaje;Av. General;0;;1;0
2025-07;CTC - VMA;;Cabotaje;Av. General;2;0;1;0
2025-07;CUT - NQN;;Cabotaje;Av. General;1,5;0;4;1
2025-07;CYR - FDO;;Internacional;Av. General;7;0;5;1
2025-07;DZO - FDO;;Internacional;Av. General;16;0;3;1
2025-07;EHL - EQS;;Cabotaje;Av. General;0;;0,5;0
2025-07;ENO - FDO;;Internacional;Av. General;0;;1;0
2025-07;ENO - ROS;;Cabotaje;Av. General;0;;0,5;0
2025-07;EOH - TUC;;Internacional;Av. General;0;0;1;0
2025-07;EPA - EPA;;Cabotaje;Av. General;0;0;39,5;9
2025-07;EPA - EZE;;Cabotaje;Av. General;0;;1,5;0
2025-07;EPA - FDO;;Cabotaje;Av. General;1;;1,5;0
2025-07;EPA - IRJ;;Cabotaje;Av. General;9;141;1;0
2025-07;EPA - MDQ;;Cabotaje;Av. General;0;92;5,5;1
2025-07;EPA - MDZ;;Cabotaje;Av. General;108,5;60;2,5;1
2025-07;EPA - MOR;;Cabotaje;Av. General;0,5;0;48;11
2025-07;EPA - PRA;;Cabotaje;Av. General;2;44;17;4
2025-07;EPA - RCQ;;Cabotaje;Av. General;7,5;30;3,5;1
2025-07;EPA - REL;;Cabotaje;Av. General;0;;0,5;0
2025-07;EPA - RES;;Cabotaje;Av. General;2;0;1,5;0
2025-07;EPA - ROS;;Cabotaje;Av. General;0;96;4,5;1
2025-07;EPA - SDE;;Cabotaje;Av. General;0;;1;0
2025-07;EPA - TUC;;Cabotaje;Av. General;1,5;0;0,5;0
2025-07;EPA - VME;;Cabotaje;Av. General;0;141;1;0
2025-07;EQS - EQS;;Cabotaje;Av. General;1;0;8;2
2025-07;EQS - FDO;;Cabotaje;Av. General;6;0;2;0
2025-07;EQS - NQN;;Cabotaje;Av. General;1;;1;0
2025-07;EQS - REL;;Cabotaje;Av. General;7;0;2;0
2025-07;ESG - FDO;;Internacional;Av. General;1;0;2;0
2025-07;EWR - MDZ;;Internacional;Av. General;2;;1;0
2025-07;EZE - EZE;;Cabotaje;Av. General;0;0;7,5;2
2025-07;EZE - FDO;;Cabotaje;Av. General;15,5;0;18,5;4
2025-07;EZE - GHU;;Cabotaje;Av. General;2,5;;0,5;0
2025-07;EZE - LPG;;Cabotaje;Av. General;0;0;1,5;0
2025-07;EZE - MDZ;;Cabotaje;Av. General;3,5;0;0,5;0
2025-07;EZE - MOR;;Cabotaje;Av. General;0;0;2;0
2025-07;EZE - OYA;;Cabotaje;Av. General;2;;0,5;0
2025-07;EZE - PMY;;Cabotaje;Av. General;1;0;0,5;0
2025-07;EZE - PRA;;Cabotaje;Av. General;29;0;4;1
2025-07;EZE - RAF;;Cabotaje;Av. General;1;;1;0
2025-07;EZE - ROS;;Cabotaje;Av. General;6;0;5;1
2025-07;EZE - RSA;;Cabotaje;Av. General;1;0;1;0
2025-07;EZE - SDE;;Cabotaje;Av. General;0;0;1;0
2025-07;EZE - SLA;;Cabotaje;Av. General;1;0;1,5;0
2025-07;EZE - TUC;;Cabotaje;Av. General;4;;0,5;0
2025-07;FDO - FDO;;Cabotaje;Av. General;74,5;378;459;104
2025-07;FDO - FLN;;Internacional;Av. General;0;0;3;1
2025-07;FDO - FMA;;Cabotaje;Av. General;2,5;;2;0
2025-07;FDO - FOR;;Internacional;Av. General;6;;1;0
2025-07;FDO - FTE;;Cabotaje;Av. General;2;0;1;0
2025-07;FDO - GHU;;Cabotaje;Av. General;1,5;0;3;1
2025-07;FDO - GIG;;Internacional;Av. General;3;;2;0
2025-07;FDO - GNR;;Cabotaje;Av. General;0;;0,5;0
2025-07;FDO - GPO;;Cabotaje;Av. General;10;0;5;1
2025-07;FDO - GRU;;Internacional;Av. General;23;;7;2
2025-07;FDO - GYE;;Internacional;Av. General;8;0;2;0
2025-07;FDO - IBZ;;Internacional;Av. General;4;;1;0
2025-07;FDO - IRJ;;Cabotaje;Av. General;24;0;9,5;2
2025-07;FDO - JNI;;Cabotaje;Av. General;0;;1;0
2025-07;FDO - JUJ;;Cabotaje;Av. General;9,5;0;9;2
2025-07;FDO - LPG;;Cabotaje;Av. General;2;0;9,5;2
2025-07;FDO - LUQ;;Cabotaje;Av. General;2;0;3,5;1
2025-07;FDO - MAO;;Internacional;Av. General;0;;1;0
2025-07;FDO - MDQ;;Cabotaje;Av. General;23;0;25,5;6
2025-07;FDO - MDX;;Cabotaje;Av. General;8;0;2;0
2025-07;FDO - MDZ;;Cabotaje;Av. General;21,5;0;14,5;3
2025-07;FDO - MJR;;Cabotaje;Av. General;0;;0,5;0
2025-07;FDO - MOR;;Cabotaje;Av. General;2;0;47,5;11
2025-07;FDO - MVD;;Internacional;Av. General;27;0;47;11
2025-07;FDO - NAS;;Internacional;Av. General;1;;1;0
2025-07;FDO - NCJ;;Cabotaje;Av. General;10,5;0;3;1
2025-07;FDO - NQN;;Cabotaje;Av. General;12;0;7,5;2
2025-07;FDO - NVT;;Internacional;Av. General;8;;2;0
2025-07;FDO - OVR;;Cabotaje;Av. General;0;;2;0
2025-07;FDO - OYA;;Cabotaje;Av. General;5;0;1,5;0
2025-07;FDO - OYO;;Cabotaje;Av. General;5;0;4;1
2025-07;FDO - PDP;;Internacional;Av. General;147;563;93;21
2025-07;FDO - PEH;;Cabotaje;Av. General;12;0;4,5;1
2025-07;FDO - PMQ;;Cabotaje;Av. General;0;0;0,5;0
2025-07;FDO - PMY;;Cabotaje;Av. General;0,5;0;1;0
2025-07;FDO - POA;;Internacional;Av. General;0;;1;0
2025-07;FDO - PRA;;Cabotaje;Av. General;14;378;18;4
2025-07;FDO - PSS;;Cabotaje;Av. General;9;0;5;1
2025-07;FDO - RAF;;Cabotaje;Av. General;1;0;3,5;1
2025-07;FDO - RCQ;;Cabotaje;Av. General;0,5;;0,5;0
2025-07;FDO - REL;;Cabotaje;Av. General;6,5;0;4;1
2025-07;FDO - RES;;Cabotaje;Av. General;13,5;0;4,5;1
2025-07;FDO - RGA;;Cabotaje;Av. General;0;0;1;0
2025-07;FDO - RGL;;Cabotaje;Av. General;17,5;0;8;2
2025-07;FDO - RLO;;Cabotaje;Av. General;0;0;2,5;1
2025-07;FDO - ROS;;Cabotaje;Av. General;20,5;269;61,5;14
2025-07;FDO - RSA;;Cabotaje;Av. General;16,5;0;9;2
2025-07;FDO - SCL;;Internacional;Av. General;11;0;4;1
2025-07;FDO - SDE;;Cabotaje;Av. General;50;95;26,5;6
2025-07;FDO - SFN;;Cabotaje;Av. General;24;283;14,5;3
2025-07;FDO - SID;;Internacional;Av. General;12;;3;1
2025-07;FDO - SLA;;Cabotaje;Av. General;19;0;10,5;2
2025-07;FDO - SST;;Cabotaje;Av. General;0;;1,5;0
2025-07;FDO - STY;;Internacional;Av. General;0;0;3;1
2025-07;FDO - TDL;;Cabotaje;Av. General;0;;0,5;0
2025-07;FDO - TTG;;Cabotaje;Av. General;0;0;0,5;0
2025-07;FDO - TUC;;Cabotaje;Av. General;36;0;16;4
2025-07;FDO - UAQ;;Cabotaje;Av. General;3,5;0;2;0
2025-07;FDO - ULA;;Cabotaje;Av. General;0;0;0,5;0
2025-07;FDO - USH;;Cabotaje;Av. General;14;0;3;1
2025-07;FDO - VCP;;Internacional;Av. General;9;0;2;0
2025-07;FDO - VDM;;Cabotaje;Av. General;0;;0,5;0
2025-07;FDO - VDR;;Cabotaje;Av. General;0,5;0;0,5;0
2025-07;FDO - VME;;Cabotaje;Av. General;12;0;4;1
2025-07;FDO - VVI;;Internacional;Av. General;0;0;1;0
2025-07;FLN - TUC;;Internacional;Av. General;4;0;1;0
2025-07;FLN - USH;;Internacional;Av. General;12;0;2;0
2025-07;FMA - IGR;;Cabotaje;Av. General;0;0;0,5;0
2025-07;FMA - PRA;;Cabotaje;Av. General;0;0;0,5;0
2025-07;FMA - PSS;;Cabotaje;Av. General;3,5;0;3;1
2025-07;FMA - ROS;;Cabotaje;Av. General;1;0;1;0
2025-07;FTE - FTE;;Cabotaje;Av. General;7;;53,5;12
2025-07;FTE - RGL;;Cabotaje;Av. General;4;0;2;0
2025-07;FTE - RYO;;Cabotaje;Av. General;0;;1;0
2025-07;FTE - ULA;;Cabotaje;Av. General;0;0;1;0
2025-07;GHU - MOR;;Cabotaje;Av. General;0;;3,5;1
2025-07;GHU - RLO;;Cabotaje;Av. General;4;0;0,5;0
2025-07;GHU - SFN;;Cabotaje;Av. General;0;;0,5;0
2025-07;GNR - NQN;;Cabotaje;Av. General;2,5;;5;1
2025-07;GPO - GPO;;Cabotaje;Av. General;0;;91;21
2025-07;GPO - MOR;;Cabotaje;Av. General;0;0;1,5;0
2025-07;GPO - RSA;;Cabotaje;Av. General;0;0;3,5;1
2025-07;GYE - SLA;;Internacional;Av. General;5;0;2;0
2025-07;GYE - TUC;;Internacional;Av. General;10;0;3;1
2025-07;HOS - NQN;;Cabotaje;Av. General;4,5;0;3;1
2025-07;IGR - IGR;;Cabotaje;Av. General;2;0;3;1
2025-07;IGR - PSS;;Cabotaje;Av. General;5,5;0;10;2
2025-07;IGU - MDZ;;Internacional;Av. General;6;;1;0
2025-07;IGU - ROS;;Internacional;Av. General;3;;1;0
2025-07;IRJ - IRJ;;Cabotaje;Av. General;4;0;6;1
2025-07;IRJ - MOR;;Cabotaje;Av. General;0;0;0,5;0
2025-07;IRJ - ROS;;Cabotaje;Av. General;11,5;0;3;1
2025-07;IRJ - SLA;;Cabotaje;Av. General;7;;2;0
2025-07;IRJ - TUC;;Cabotaje;Av. General;3;0;2;0
2025-07;IRJ - UAQ;;Cabotaje;Av. General;8;0;2;0
2025-07;JNI - MOR;;Cabotaje;Av. General;0;0;4;1
2025-07;JNI - ROS;;Cabotaje;Av. General;1;;2;0
2025-07;JNI - SFN;;Cabotaje;Av. General;0;;0,5;0
2025-07;JUJ - JUJ;;Cabotaje;Av. General;3;0;4;1
2025-07;JUJ - RES;;Cabotaje;Av. General;8;;1;0
2025-07;JUJ - SLA;;Cabotaje;Av. General;14,5;0;14,5;3
2025-07;JUJ - TUC;;Cabotaje;Av. General;13;0;3;1
2025-07;LGS - LGS;;Cabotaje;Av. General;0;;4;1
2025-07;LGS - LUQ;;Cabotaje;Av. General;0;;3;1
2025-07;LGS - MDZ;;Cabotaje;Av. General;0;;1;0
2025-07;LGS - NQN;;Cabotaje;Av. General;0;;4,5;1
2025-07;LGS - UAQ;;Cabotaje;Av. General;0;;1;0
2025-07;LIM - TUC;;Internacional;Av. General;2;0;1;0
2025-07;LPG - MDQ;;Cabotaje;Av. General;0,5;85;4;1
2025-07;LPG - MOR;;Cabotaje;Av. General;0;0;23,5;5
2025-07;LPG - NQN;;Cabotaje;Av. General;3;;2;0
2025-07;LPG - ROS;;Cabotaje;Av. General;0;;1,5;0
2025-07;LPG - TUC;;Cabotaje;Av. General;0,5;0;1;0
2025-07;LPG - VME;;Cabotaje;Av. General;0;;0,5;0
2025-07;LUQ - LUQ;;Cabotaje;Av. General;2;0;29,5;7
2025-07;LUQ - MDZ;;Cabotaje;Av. General;6,5;;1,5;0
2025-07;LUQ - MOR;;Cabotaje;Av. General;0;0;1;0
2025-07;LUQ - RLO;;Cabotaje;Av. General;0;0;2;0
2025-07;LUQ - VME;;Cabotaje;Av. General;6,5;0;3,5;1
2025-07;MCS - PSS;;Cabotaje;Av. General;0;0;0,5;0
2025-07;MDQ - MDQ;;Cabotaje;Av. General;0;0;8,5;2
2025-07;MDQ - MDZ;;Cabotaje;Av. General;0;0;0,5;0
2025-07;MDQ - MJR;;Cabotaje;Av. General;0;0;1,5;0
2025-07;MDQ - MOR;;Cabotaje;Av. General;0;96;19;4
2025-07;MDQ - NEC;;Cabotaje;Av. General;1;;2;0
2025-07;MDQ - TDL;;Cabotaje;Av. General;0;0;0,5;0
2025-07;MDQ - VDM;;Cabotaje;Av. General;0;0;1;0
2025-07;MDX - RES;;Cabotaje;Av. General;0;0;0,5;0
2025-07;MDX - TUC;;Cabotaje;Av. General;6;;1;0
2025-07;MDZ - MDZ;;Cabotaje;Av. General;0;0;72,5;16
2025-07;MDZ - NQN;;Cabotaje;Av. General;1,5;0;1;0
2025-07;MDZ - PRA;;Cabotaje;Av. General;1;0;5;1
2025-07;MDZ - PUJ;;Internacional;Av. General;4;;1;0
2025-07;MDZ - RCQ;;Cabotaje;Av. General;38,5;0;4;1
2025-07;MDZ - REL;;Cabotaje;Av. General;7,5;0;1,5;0
2025-07;MDZ - SCL;;Internacional;Av. General;14;;4;1
2025-07;MDZ - SDE;;Cabotaje;Av. General;1,5;0;1;0
2025-07;MDZ - TDL;;Cabotaje;Av. General;0;0;1;0
2025-07;MDZ - UAQ;;Cabotaje;Av. General;4,5;0;1,5;0
2025-07;MDZ - VME;;Cabotaje;Av. General;0;0;3;1
2025-07;MOR - MOR;;Cabotaje;Av. General;27;3051;1977,5;447
2025-07;MOR - NEC;;Cabotaje;Av. General;0;;1;0
2025-07;MOR - OVR;;Cabotaje;Av. General;0;0;3,5;1
2025-07;MOR - PRA;;Cabotaje;Av. General;33,5;192;15,5;4
2025-07;MOR - REL;;Cabotaje;Av. General;0;;1;0
2025-07;MOR - ROS;;Cabotaje;Av. General;1,5;96;105,5;24
2025-07;MOR - RSA;;Cabotaje;Av. General;0;;1;0
2025-07;MOR - SDE;;Cabotaje;Av. General;1,5;;1;0
2025-07;MOR - SFN;;Cabotaje;Av. General;0;0;5,5;1
2025-07;MOR - SST;;Cabotaje;Av. General;0;;1;0
2025-07;MOR - VME;;Cabotaje;Av. General;1;;2;0
2025-07;MVD - NQN;;Internacional;Av. General;5;;1;0
2025-07;MVD - PRA;;Internacional;Av. General;4;378;2;0
2025-07;NCJ - SDE;;Cabotaje;Av. General;0;;0,5;0
2025-07;NCJ - SFN;;Cabotaje;Av. General;0;0;0,5;0
2025-07;NCJ - SLA;;Cabotaje;Av. General;0;;0,5;0
2025-07;NQN - NQN;;Cabotaje;Av. General;26;0;141,5;32
2025-07;NQN - OES;;Cabotaje;Av. General;3;;1;0
2025-07;NQN - RDS;;Cabotaje;Av. General;4;0;3;1
2025-07;NQN - RGL;;Cabotaje;Av. General;3;0;2;0
2025-07;NQN - ROS;;Cabotaje;Av. General;2;0;1;0
2025-07;NQN - RSA;;Cabotaje;Av. General;1,5;;5,5;1
2025-07;NQN - UAQ;;Cabotaje;Av. General;3;;1;0
2025-07;NQN - VRG;;Cabotaje;Av. General;0;;3;1
2025-07;OES - REL;;Cabotaje;Av. General;0;;0,5;0
2025-07;ORA - SLA;;Cabotaje;Av. General;8,5;0;5;1
2025-07;OVR - TDL;;Cabotaje;Av. General;3;10;0,5;0
2025-07;OYA - RCQ;;Cabotaje;Av. General;0;0;0,5;0
2025-07;OYO - RSA;;Cabotaje;Av. General;4;;1;0
2025-07;PDP - ROS;;Internacional;Av. General;12;538;2;0
2025-07;PEH - RSA;;Cabotaje;Av. General;3;;2;0
2025-07;PEH - VME;;Cabotaje;Av. General;0;;1;0
2025-07;PET - ROS;;Internacional;Av. General;3;;1;0
2025-07;PMQ - REL;;Cabotaje;Av. General;0;;0,5;0
2025-07;PMY - PMY;;Cabotaje;Av. General;0;0;48;11
2025-07;PMY - REL;;Cabotaje;Av. General;1;0;4;1
2025-07;PRA - PRA;;Cabotaje;Av. General;0;44;49,5;11
2025-07;PRA - PSS;;Cabotaje;Av. General;4;0;2;0
2025-07;PRA - RCQ;;Cabotaje;Av. General;0;0;5,5;1
2025-07;PRA - RES;;Cabotaje;Av. General;0;0;2,5;1
2025-07;PRA - ROS;;Cabotaje;Av. General;0;0;3;1
2025-07;PRA - SDE;;Cabotaje;Av. General;0;0;1,5;0
2025-07;PRA - SFN;;Cabotaje;Av. General;0;0;1,5;0
2025-07;PRA - SLA;;Cabotaje;Av. General;0;0;8;2
2025-07;PRA - TUC;;Cabotaje;Av. General;0;0;1;0
2025-07;PRA - VME;;Cabotaje;Av. General;1;0;4;1
2025-07;PSS - PSS;;Cabotaje;Av. General;14,5;0;122,5;28
2025-07;PSS - RCQ;;Cabotaje;Av. General;0;;1;0
2025-07;PSS - RES;;Cabotaje;Av. General;1,5;0;8;2
2025-07;PSS - RHD;;Cabotaje;Av. General;0;;1;0
2025-07;PSS - SDE;;Cabotaje;Av. General;1;;0,5;0
2025-07;PUD - RGL;;Cabotaje;Av. General;6,5;0;1;0
2025-07;RAF - ROS;;Cabotaje;Av. General;0,5;0;1,5;0
2025-07;RAF - SDE;;Cabotaje;Av. General;1,5;;1;0
2025-07;RAF - SFN;;Cabotaje;Av. General;0;;2;0
2025-07;RCQ - RCQ;;Cabotaje;Av. General;2;0;130;29
2025-07;RCQ - RES;;Cabotaje;Av. General;0;0;2,5;1
2025-07;RCQ - ROS;;Cabotaje;Av. General;1,5;0;3;1
2025-07;RCQ - SFN;;Cabotaje;Av. General;0;;0,5;0
2025-07;RCQ - SLA;;Cabotaje;Av. General;46;60;1,5;0
2025-07;RCQ - TUC;;Cabotaje;Av. General;2;;0,5;0
2025-07;RCQ - VME;;Cabotaje;Av. General;0;0;7;2
2025-07;RCU - RSA;;Cabotaje;Av. General;2;;0,5;0
2025-07;RCU - VME;;Cabotaje;Av. General;0;0;0,5;0
2025-07;RDS - ROS;;Cabotaje;Av. General;2;0;0,5;0
2025-07;REL - REL;;Cabotaje;Av. General;0;;13;3
