A¤o;RutaCompleta;Aerolinea Nombre;Clase de vuelo;Pax;Asientos_Pax;Vuelos
2018;EZE - MDZ;Aerol¡neas Argentinas;Regular Cabotaje;592,5;1127;7
2019;EZE - MDZ;Aerol¡neas Argentinas;Regular Cabotaje;51954;64469;478
2020;EZE - MDZ;Aerol¡neas Argentinas;Regular Cabotaje;28958;34133;212,5
2021;EZE - MDZ;Aerol¡neas Argentinas;Regular Cabotaje;89448,5;104203;677
2020;EZE - MEC;Aerol¡neas Argentinas;No Regular Internacional;41;170;1
2020;EZE - MEC;Aerol¡neas Argentinas;Regular Internacional;41;170;1
2021;EZE - MEM;Aerol¡neas Argentinas;No Regular Internacional;7;539;2
2021;EZE - MEM;Aerol¡neas Argentinas;Regular Internacional;7;539;2
2017;EZE - MEX;Aerol¡neas Argentinas;Regular Internacional;499;577;2
2020;EZE - MIA;Aerol¡neas Argentinas;No Regular Internacional;2925;5168;19
2021;EZE - MIA;Aerol¡neas Argentinas;No Regular Internacional;0;2720;10
2017;EZE - MIA;Aerol¡neas Argentinas;Regular Internacional;373983;414256;1522
2018;EZE - MIA;Aerol¡neas Argentinas;Regular Internacional;325312;391229;1441
2019;EZE - MIA;Aerol¡neas Argentinas;Regular Internacional;319842;376198;1386
2020;EZE - MIA;Aerol¡neas Argentinas;Regular Internacional;85931;126016;466
2021;EZE - MIA;Aerol¡neas Argentinas;Regular Internacional;134939;196142;722
2018;EZE - MUC;Aerol¡neas Argentinas;Regular Internacional;242;272;1
2019;EZE - MUC;Aerol¡neas Argentinas;Regular Internacional;266;292;1
2018;EZE - MVD;Aerol¡neas Argentinas;No Regular Internacional;0;170;1
2020;EZE - MVD;Aerol¡neas Argentinas;No Regular Internacional;19;170;1
2021;EZE - MVD;Aerol¡neas Argentinas;No Regular Internacional;0;128;1
2017;EZE - MVD;Aerol¡neas Argentinas;Regular Internacional;274;1066;8
2018;EZE - MVD;Aerol¡neas Argentinas;Regular Internacional;265;539;2
2019;EZE - MVD;Aerol¡neas Argentinas;Regular Internacional;2770;4112;28
2020;EZE - MVD;Aerol¡neas Argentinas;Regular Internacional;3201;5612;41
2021;EZE - MVD;Aerol¡neas Argentinas;Regular Internacional;337;2954;21
2018;EZE - NQN;Aerol¡neas Argentinas;No Regular Cabotaje;0;85;0,5
2021;EZE - NQN;Aerol¡neas Argentinas;No Regular Cabotaje;41;48;0,5
2017;EZE - NQN;Aerol¡neas Argentinas;Regular Cabotaje;2438;3847;23
2018;EZE - NQN;Aerol¡neas Argentinas;Regular Cabotaje;1125,5;2210;13
2019;EZE - NQN;Aerol¡neas Argentinas;Regular Cabotaje;662,5;1020;6
2020;EZE - NQN;Aerol¡neas Argentinas;Regular Cabotaje;14435,5;17432;108
2021;EZE - NQN;Aerol¡neas Argentinas;Regular Cabotaje;37208,5;46004;319,5
2018;EZE - NVT;Aerol¡neas Argentinas;Regular Internacional;134;170;1
2021;EZE - OLN;Aerol¡neas Argentinas;Regular Cabotaje;0;48;0,5
2017;EZE - PDP;Aerol¡neas Argentinas;Regular Internacional;271;340;2
2018;EZE - PDP;Aerol¡neas Argentinas;Regular Internacional;11;128;1
2020;EZE - PDP;Aerol¡neas Argentinas;Regular Internacional;90;170;1
2021;EZE - PDP;Aerol¡neas Argentinas;Regular Internacional;0;850;5
2021;EZE - PEK;Aerol¡neas Argentinas;Regular Internacional;14;272;1
2017;EZE - PHX;Aerol¡neas Argentinas;Regular Internacional;0;285;1
2017;EZE - PMY;Aerol¡neas Argentinas;Regular Cabotaje;4246;6205;36,5
2021;EZE - PMY;Aerol¡neas Argentinas;Regular Cabotaje;90,5;176;1,5
2020;EZE - POA;Aerol¡neas Argentinas;No Regular Internacional;53;170;1
2017;EZE - POA;Aerol¡neas Argentinas;Regular Internacional;301;340;2
2018;EZE - POA;Aerol¡neas Argentinas;Regular Internacional;49743;87996;528
2019;EZE - POA;Aerol¡neas Argentinas;Regular Internacional;63928;111149;709
2020;EZE - POA;Aerol¡neas Argentinas;Regular Internacional;9815;18359;133
2021;EZE - POA;Aerol¡neas Argentinas;Regular Internacional;0;96;1
2017;EZE - POP;Aerol¡neas Argentinas;Regular Internacional;246;293;1
2020;EZE - PRA;Aerol¡neas Argentinas;No Regular Cabotaje;41;128;1
2018;EZE - PRA;Aerol¡neas Argentinas;Regular Cabotaje;0;128;1
2020;EZE - PRA;Aerol¡neas Argentinas;Regular Cabotaje;329,5;1040;10,5
2021;EZE - PRA;Aerol¡neas Argentinas;Regular Cabotaje;1136;3744;39
2021;EZE - PSS;Aerol¡neas Argentinas;No Regular Cabotaje;0;85;0,5
2017;EZE - PSS;Aerol¡neas Argentinas;Regular Cabotaje;331;468;3
2018;EZE - PSS;Aerol¡neas Argentinas;Regular Cabotaje;148;307;2
2019;EZE - PSS;Aerol¡neas Argentinas;Regular Cabotaje;95;170;1
2020;EZE - PSS;Aerol¡neas Argentinas;Regular Cabotaje;4025;5829;48
2021;EZE - PSS;Aerol¡neas Argentinas;Regular Cabotaje;12343;14659;143
2019;EZE - PTY;Aerol¡neas Argentinas;Regular Internacional;274;324;2
2020;EZE - PTY;Aerol¡neas Argentinas;Regular Internacional;232;272;1
2021;EZE - PTY;Aerol¡neas Argentinas;Regular Internacional;102;272;1
2017;EZE - PUJ;Aerol¡neas Argentinas;No Regular Internacional;4;596;4
2018;EZE - PUJ;Aerol¡neas Argentinas;No Regular Internacional;0;170;1
2017;EZE - PUJ;Aerol¡neas Argentinas;Regular Internacional;87595;100455;374
2018;EZE - PUJ;Aerol¡neas Argentinas;Regular Internacional;98306;114358;590
2019;EZE - PUJ;Aerol¡neas Argentinas;Regular Internacional;22581;24990;147
2020;EZE - PUJ;Aerol¡neas Argentinas;Regular Internacional;2774;6754;32
2021;EZE - PUJ;Aerol¡neas Argentinas;Regular Internacional;8581;17009;63
2021;EZE - RCQ;Aerol¡neas Argentinas;Regular Cabotaje;26,5;48;0,5
2021;EZE - RCU;Aerol¡neas Argentinas;No Regular Cabotaje;21,5;48;0,5
2021;EZE - RCU;Aerol¡neas Argentinas;Regular Cabotaje;1289;4127;42,5
2017;EZE - REL;Aerol¡neas Argentinas;Regular Cabotaje;42557,5;54741;322,5
2018;EZE - REL;Aerol¡neas Argentinas;Regular Cabotaje;43557;58090;345,5
2019;EZE - REL;Aerol¡neas Argentinas;Regular Cabotaje;14625,5;21165;124,5
2020;EZE - REL;Aerol¡neas Argentinas;Regular Cabotaje;5212,5;6972;58
2021;EZE - REL;Aerol¡neas Argentinas;Regular Cabotaje;27358;33963;282,5
2017;EZE - RES;Aerol¡neas Argentinas;No Regular Cabotaje;0;85;0,5
2017;EZE - RES;Aerol¡neas Argentinas;Regular Cabotaje;1023,5;1998;12
2018;EZE - RES;Aerol¡neas Argentinas;Regular Cabotaje;567,5;1462;8
2019;EZE - RES;Aerol¡neas Argentinas;Regular Cabotaje;33655;39185;230,5
2020;EZE - RES;Aerol¡neas Argentinas;Regular Cabotaje;13934;17458;120,5
2021;EZE - RES;Aerol¡neas Argentinas;Regular Cabotaje;17392,5;21043;196
2017;EZE - RGA;Aerol¡neas Argentinas;No Regular Cabotaje;33,5;64;0,5
2020;EZE - RGA;Aerol¡neas Argentinas;No Regular Cabotaje;139,5;1020;6
2017;EZE - RGA;Aerol¡neas Argentinas;Regular Cabotaje;47674;61754;477
2018;EZE - RGA;Aerol¡neas Argentinas;Regular Cabotaje;17277,5;20130;152
2019;EZE - RGA;Aerol¡neas Argentinas;Regular Cabotaje;843,5;1063;6,5
2020;EZE - RGA;Aerol¡neas Argentinas;Regular Cabotaje;3542;5994;37
2021;EZE - RGA;Aerol¡neas Argentinas;Regular Cabotaje;22413;30031;191,5
2017;EZE - RGL;Aerol¡neas Argentinas;No Regular Cabotaje;0;85;0,5
2018;EZE - RGL;Aerol¡neas Argentinas;No Regular Cabotaje;0;85;0,5
2020;EZE - RGL;Aerol¡neas Argentinas;No Regular Cabotaje;50,5;85;0,5
2017;EZE - RGL;Aerol¡neas Argentinas;Regular Cabotaje;1566;2785;20
2018;EZE - RGL;Aerol¡neas Argentinas;Regular Cabotaje;1422,5;2152;13
2019;EZE - RGL;Aerol¡neas Argentinas;Regular Cabotaje;448,5;723;4,5
2020;EZE - RGL;Aerol¡neas Argentinas;Regular Cabotaje;4927,5;5525;34,5
2021;EZE - RGL;Aerol¡neas Argentinas;Regular Cabotaje;17036,5;20495;141
2018;EZE - RHD;Aerol¡neas Argentinas;No Regular Cabotaje;320,5;340;2
2017;EZE - RHD;Aerol¡neas Argentinas;Regular Cabotaje;567,5;930;6,5
2018;EZE - RHD;Aerol¡neas Argentinas;Regular Cabotaje;337;340;2
2019;EZE - RHD;Aerol¡neas Argentinas;Regular Cabotaje;716,5;1086;7,5
2020;EZE - RHD;Aerol¡neas Argentinas;Regular Cabotaje;136;192;2
2021;EZE - RHD;Aerol¡neas Argentinas;Regular Cabotaje;973,5;1994;20,5
2017;EZE - ROS;Aerol¡neas Argentinas;No Regular Cabotaje;28;85;0,5
2019;EZE - ROS;Aerol¡neas Argentinas;No Regular Cabotaje;60;64;0,5
2020;EZE - ROS;Aerol¡neas Argentinas;No Regular Cabotaje;0;48;0,5
2021;EZE - ROS;Aerol¡neas Argentinas;No Regular Cabotaje;45,5;144;1,5
2017;EZE - ROS;Aerol¡neas Argentinas;Regular Cabotaje;4767,5;7898;59,5
2018;EZE - ROS;Aerol¡neas Argentinas;Regular Cabotaje;228,5;425;2,5
2019;EZE - ROS;Aerol¡neas Argentinas;Regular Cabotaje;706;1344;7,5
2020;EZE - ROS;Aerol¡neas Argentinas;Regular Cabotaje;1440;3394;34,5
2021;EZE - ROS;Aerol¡neas Argentinas;Regular Cabotaje;10495;22715;221,5
2020;EZE - RSA;Aerol¡neas Argentinas;Regular Cabotaje;574,5;1008;10,5
2021;EZE - RSA;Aerol¡neas Argentinas;Regular Cabotaje;1578;2928;30,5
2019;EZE - RYO;Aerol¡neas Argentinas;Regular Cabotaje;62;85;0,5
2020;EZE - RYO;Aerol¡neas Argentinas;Regular Cabotaje;20,5;48;0,5
2018;EZE - SBD;Aerol¡neas Argentinas;No Regular Internacional;0;285;1
2017;EZE - SBD;Aerol¡neas Argentinas;Regular Internacional;0;291;1
2020;EZE - SCL;Aerol¡neas Argentinas;No Regular Internacional;37;170;1
2017;EZE - SCL;Aerol¡neas Argentinas;Regular Internacional;96928;123503;733
2018;EZE - SCL;Aerol¡neas Argentinas;Regular Internacional;117490;181964;1075
2019;EZE - SCL;Aerol¡neas Argentinas;Regular Internacional;301980;411314;2572
2020;EZE - SCL;Aerol¡neas Argentinas;Regular Internacional;64840;95662;581
2021;EZE - SCL;Aerol¡neas Argentinas;Regular Internacional;13447;22086;175
2020;EZE - SDE;Aerol¡neas Argentinas;No Regular Cabotaje;0;48;0,5
2021;EZE - SDE;Aerol¡neas Argentinas;No Regular Cabotaje;0;255;1,5
2017;EZE - SDE;Aerol¡neas Argentinas;Regular Cabotaje;80;85;0,5
2019;EZE - SDE;Aerol¡neas Argentinas;Regular Cabotaje;123;154;1
2020;EZE - SDE;Aerol¡neas Argentinas;Regular Cabotaje;2567,5;3428;32
2021;EZE - SDE;Aerol¡neas Argentinas;Regular Cabotaje;11096;15535;156,5
2020;EZE - SFB;Aerol¡neas Argentinas;Regular Internacional;169;857;3
2020;EZE - SFN;Aerol¡neas Argentinas;No Regular Cabotaje;62,5;181;1,5
2021;EZE - SFN;Aerol¡neas Argentinas;No Regular Cabotaje;77,5;288;3
2020;EZE - SFN;Aerol¡neas Argentinas;Regular Cabotaje;670,5;2056;18
2021;EZE - SFN;Aerol¡neas Argentinas;Regular Cabotaje;1399,5;4930;48
2020;EZE - SJO;Aerol¡neas Argentinas;Regular Internacional;262;272;1
2019;EZE - SLA;Aerol¡neas Argentinas;Av. Gral Cabotaje;83,5;85;0,5
2020;EZE - SLA;Aerol¡neas Argentinas;Av. Gral Cabotaje;111,5;170;1
2018;EZE - SLA;Aerol¡neas Argentinas;No Regular Cabotaje;33,5;85;0,5
2019;EZE - SLA;Aerol¡neas Argentinas;No Regular Cabotaje;39;64;0,5
2021;EZE - SLA;Aerol¡neas Argentinas;No Regular Cabotaje;0;48;0,5
2017;EZE - SLA;Aerol¡neas Argentinas;Regular Cabotaje;45230;70746;540,5
2018;EZE - SLA;Aerol¡neas Argentinas;Regular Cabotaje;69774;109343;679
2019;EZE - SLA;Aerol¡neas Argentinas;Regular Cabotaje;120208,5;152084;930
2020;EZE - SLA;Aerol¡neas Argentinas;Regular Cabotaje;39370;47695;332
2021;EZE - SLA;Aerol¡neas Argentinas;Regular Cabotaje;55777;65988;441,5
2017;EZE - SSA;Aerol¡neas Argentinas;Regular Internacional;52569;60827;358
2018;EZE - SSA;Aerol¡neas Argentinas;Regular Internacional;56862;74124;438
2019;EZE - SSA;Aerol¡neas Argentinas;Regular Internacional;71175;82748;487
2020;EZE - SSA;Aerol¡neas Argentinas;Regular Internacional;18320;23120;136
2021;EZE - SSA;Aerol¡neas Argentinas;Regular Internacional;746;2400;15
2021;EZE - SVO;Aerol¡neas Argentinas;No Regular Internacional;61;1360;5
2020;EZE - SVO;Aerol¡neas Argentinas;Regular Internacional;0;544;2
2021;EZE - SVO;Aerol¡neas Argentinas;Regular Internacional;566;9520;35
2018;EZE - TUC;Aerol¡neas Argentinas;No Regular Cabotaje;59;128;1
2019;EZE - TUC;Aerol¡neas Argentinas;No Regular Cabotaje;113,5;298;2
2020;EZE - TUC;Aerol¡neas Argentinas;No Regular Cabotaje;65,5;181;1,5
2021;EZE - TUC;Aerol¡neas Argentinas;No Regular Cabotaje;22;48;0,5
2017;EZE - TUC;Aerol¡neas Argentinas;Regular Cabotaje;189,5;468;3
2018;EZE - TUC;Aerol¡neas Argentinas;Regular Cabotaje;27115,5;47127;359
2019;EZE - TUC;Aerol¡neas Argentinas;Regular Cabotaje;66347;91349;690
2020;EZE - TUC;Aerol¡neas Argentinas;Regular Cabotaje;13302;16552;143
2021;EZE - TUC;Aerol¡neas Argentinas;Regular Cabotaje;45886,5;54648;431,5
2021;EZE - UAQ;Aerol¡neas Argentinas;Av. Gral Cabotaje;46,5;48;0,5
2019;EZE - UAQ;Aerol¡neas Argentinas;No Regular Cabotaje;58;128;1
2020;EZE - UAQ;Aerol¡neas Argentinas;No Regular Cabotaje;157,5;181;1,5
2021;EZE - UAQ;Aerol¡neas Argentinas;No Regular Cabotaje;13,5;48;0,5
2017;EZE - UAQ;Aerol¡neas Argentinas;Regular Cabotaje;405;568;4
2018;EZE - UAQ;Aerol¡neas Argentinas;Regular Cabotaje;153;170;1
2019;EZE - UAQ;Aerol¡neas Argentinas;Regular Cabotaje;177,5;448;3,5
2020;EZE - UAQ;Aerol¡neas Argentinas;Regular Cabotaje;2987,5;4012;38
2021;EZE - UAQ;Aerol¡neas Argentinas;Regular Cabotaje;16674,5;23151;212
2020;EZE - UIO;Aerol¡neas Argentinas;Regular Internacional;412;534;2
2021;EZE - UIO;Aerol¡neas Argentinas;Regular Internacional;126;510;3
2017;EZE - USH;Aerol¡neas Argentinas;No Regular Cabotaje;216;293;1
2018;EZE - USH;Aerol¡neas Argentinas;No Regular Cabotaje;224,5;357;1,5
2019;EZE - USH;Aerol¡neas Argentinas;No Regular Cabotaje;111,5;136;0,5
2020;EZE - USH;Aerol¡neas Argentinas;No Regular Cabotaje;1139,5;1785;10,5
2021;EZE - USH;Aerol¡neas Argentinas;No Regular Cabotaje;161,5;1434;6,5
2017;EZE - USH;Aerol¡neas Argentinas;Regular Cabotaje;52916,5;68026;292,5
2018;EZE - USH;Aerol¡neas Argentinas;Regular Cabotaje;33769;39761;206,5
2019;EZE - USH;Aerol¡neas Argentinas;Regular Cabotaje;47998,5;60517;335
2020;EZE - USH;Aerol¡neas Argentinas;Regular Cabotaje;37045;44008;267
2021;EZE - USH;Aerol¡neas Argentinas;Regular Cabotaje;179106,5;223083;1088
2019;EZE - VCP;Aerol¡neas Argentinas;Regular Internacional;811;973;5
2020;EZE - VCP;Aerol¡neas Argentinas;Regular Internacional;103;128;1
2020;EZE - VDM;Aerol¡neas Argentinas;Regular Cabotaje;878;1200;12,5
2021;EZE - VDM;Aerol¡neas Argentinas;Regular Cabotaje;2984;4704;49
2021;EZE - VKO;Aerol¡neas Argentinas;Regular Internacional;57;1360;5
2020;EZE - VVI;Aerol¡neas Argentinas;No Regular Internacional;100;612;3
2021;EZE - VVI;Aerol¡neas Argentinas;No Regular Internacional;0;96;1
2017;EZE - VVI;Aerol¡neas Argentinas;Regular Internacional;2750;3502;20
2018;EZE - VVI;Aerol¡neas Argentinas;Regular Internacional;61087;99650;589
2019;EZE - VVI;Aerol¡neas Argentinas;Regular Internacional;60532;89732;530
2020;EZE - VVI;Aerol¡neas Argentinas;Regular Internacional;18880;26094;167
2021;EZE - VVI;Aerol¡neas Argentinas;Regular Internacional;2821;6350;64
2019;FCO - ROS;Aerol¡neas Argentinas;Regular Internacional;265;272;1
2018;FDO - FMA;Aerol¡neas Argentinas;Regular Cabotaje;31;64;0,5
2021;FDO - PDP;Aerol¡neas Argentinas;No Regular Internacional;0;128;1
2021;FDO - RES;Aerol¡neas Argentinas;Regular Cabotaje;43,5;48;0,5
2017;FDO - TUC;Aerol¡neas Argentinas;Av. Gral Cabotaje;0;136;0,5
2017;FLN - MDZ;Aerol¡neas Argentinas;Regular Internacional;1968;2720;16
2017;FLN - ROS;Aerol¡neas Argentinas;Regular Internacional;1974;2388;18
2018;FLN - ROS;Aerol¡neas Argentinas;Regular Internacional;2469;3230;19
2019;FLN - ROS;Aerol¡neas Argentinas;Regular Internacional;2538;4080;24
2020;FLN - ROS;Aerol¡neas Argentinas;Regular Internacional;1955;2890;17
2021;FTE - FTE;Aerol¡neas Argentinas;Regular Cabotaje;58;85;0,5
2019;FTE - MDQ;Aerol¡neas Argentinas;Regular Cabotaje;44,5;85;0,5
2020;FTE - MDZ;Aerol¡neas Argentinas;Regular Cabotaje;20;170;1
2017;FTE - REL;Aerol¡neas Argentinas;Regular Cabotaje;48,5;85;0,5
2018;FTE - REL;Aerol¡neas Argentinas;Regular Cabotaje;53,5;64;0,5
2019;FTE - REL;Aerol¡neas Argentinas;Regular Cabotaje;155,5;255;1,5
2020;FTE - REL;Aerol¡neas Argentinas;Regular Cabotaje;46,5;64;0,5
2017;FTE - RGL;Aerol¡neas Argentinas;Regular Cabotaje;192;468;3
2018;FTE - RGL;Aerol¡neas Argentinas;Regular Cabotaje;439;638;4
2019;FTE - RGL;Aerol¡neas Argentinas;Regular Cabotaje;455,5;510;3
2021;FTE - RGL;Aerol¡neas Argentinas;Regular Cabotaje;444,5;680;4
2017;FTE - ROS;Aerol¡neas Argentinas;Regular Cabotaje;8584,5;10212;79,5
2021;FTE - USH;Aerol¡neas Argentinas;No Regular Cabotaje;85,5;85;0,5
2017;FTE - USH;Aerol¡neas Argentinas;Regular Cabotaje;128966;183534;1080
2018;FTE - USH;Aerol¡neas Argentinas;Regular Cabotaje;116023,5;140845;828,5
2019;FTE - USH;Aerol¡neas Argentinas;Regular Cabotaje;134515,5;163984;965
2020;FTE - USH;Aerol¡neas Argentinas;Regular Cabotaje;44329,5;58608;345
2021;FTE - USH;Aerol¡neas Argentinas;Regular Cabotaje;58076;71081;419,5
2017;GIG - ROS;Aerol¡neas Argentinas;Regular Internacional;2035;2472;18
2018;GIG - ROS;Aerol¡neas Argentinas;Regular Internacional;3521;4420;26
2019;GIG - ROS;Aerol¡neas Argentinas;Regular Internacional;783;1360;8
2020;GIG - ROS;Aerol¡neas Argentinas;Regular Internacional;4644;7608;45
2018;GRU - JUJ;Aerol¡neas Argentinas;Regular Internacional;2775;7480;44
2019;GRU - MDQ;Aerol¡neas Argentinas;Regular Internacional;119;170;1
2017;GRU - RES;Aerol¡neas Argentinas;Regular Internacional;106;170;1
2018;GRU - RES;Aerol¡neas Argentinas;Regular Internacional;128;170;1
2017;GRU - ROS;Aerol¡neas Argentinas;Regular Internacional;118;128;1
2020;GYE - SFN;Aerol¡neas Argentinas;Regular Internacional;104;340;2
2017;IGR - IGR;Aerol¡neas Argentinas;Regular Cabotaje;85;85;0,5
2019;IGR - IGR;Aerol¡neas Argentinas;Regular Cabotaje;85;85;0,5
2019;IGR - JUJ;Aerol¡neas Argentinas;Regular Cabotaje;74,5;85;0,5
2019;IGR - MDQ;Aerol¡neas Argentinas;Regular Cabotaje;80,5;85;0,5
2017;IGR - PSS;Aerol¡neas Argentinas;Regular Cabotaje;224;255;1,5
2021;IGR - PSS;Aerol¡neas Argentinas;Regular Cabotaje;1239,5;2579;16
2019;IGR - PUJ;Aerol¡neas Argentinas;Regular Internacional;866;1020;6
2017;IGR - RES;Aerol¡neas Argentinas;Regular Cabotaje;0;170;1
2018;IGR - RES;Aerol¡neas Argentinas;Regular Cabotaje;94;170;1
2019;IGR - RES;Aerol¡neas Argentinas;Regular Cabotaje;142;170;1
2020;IGR - RES;Aerol¡neas Argentinas;Regular Cabotaje;739,5;1233;7,5
2021;IGR - RES;Aerol¡neas Argentinas;Regular Cabotaje;59,5;340;2
2017;IGR - ROS;Aerol¡neas Argentinas;Regular Cabotaje;1979;3583;27,5
2018;IGR - ROS;Aerol¡neas Argentinas;Regular Cabotaje;85;85;0,5
2021;IGR - SFN;Aerol¡neas Argentinas;Regular Cabotaje;39;192;2
2017;IGR - SLA;Aerol¡neas Argentinas;Regular Cabotaje;306,5;477;3
2018;IGR - SLA;Aerol¡neas Argentinas;Regular Cabotaje;192;340;2
2021;IGR - SLA;Aerol¡neas Argentinas;Regular Cabotaje;6971,5;9015;79,5
2020;IGR - TUC;Aerol¡neas Argentinas;No Regular Cabotaje;3,5;85;0,5
2020;IGR - TUC;Aerol¡neas Argentinas;Regular Cabotaje;73;425;2,5
2021;IGR - TUC;Aerol¡neas Argentinas;Regular Cabotaje;2176,5;2928;30,5
2019;JUJ - JUJ;Aerol¡neas Argentinas;Regular Cabotaje;50,5;69;0,5
2021;JUJ - NQN;Aerol¡neas Argentinas;Regular Cabotaje;139;144;1,5
2019;JUJ - RES;Aerol¡neas Argentinas;Regular Cabotaje;93;128;1
2019;JUJ - ROS;Aerol¡neas Argentinas;No Regular Cabotaje;83,5;85;0,5
2018;JUJ - ROS;Aerol¡neas Argentinas;Regular Cabotaje;36,5;85;0,5
2019;JUJ - ROS;Aerol¡neas Argentinas;Regular Cabotaje;84,5;85;0,5
2021;JUJ - SDE;Aerol¡neas Argentinas;Regular Cabotaje;46;96;1
2018;JUJ - SLA;Aerol¡neas Argentinas;Regular Cabotaje;91,5;170;1
2019;JUJ - SLA;Aerol¡neas Argentinas;Regular Cabotaje;107;128;1
2020;JUJ - SLA;Aerol¡neas Argentinas;Regular Cabotaje;37;85;0,5
2021;JUJ - SLA;Aerol¡neas Argentinas;Regular Cabotaje;913,5;1600;10,5
2019;JUJ - TUC;Aerol¡neas Argentinas;No Regular Cabotaje;45,5;64;0,5
2018;JUJ - TUC;Aerol¡neas Argentinas;Regular Cabotaje;66;137;1
2019;JUJ - TUC;Aerol¡neas Argentinas;Regular Cabotaje;45,5;64;0,5
2021;JUJ - TUC;Aerol¡neas Argentinas;Regular Cabotaje;226,5;457;3
2021;JUJ - UAQ;Aerol¡neas Argentinas;No Regular Cabotaje;73;149;1
2021;JUJ - UAQ;Aerol¡neas Argentinas;Regular Cabotaje;546,5;1169;7
2019;LRM - RES;Aerol¡neas Argentinas;Regular Internacional;170;170;1
2018;LUQ - MDZ;Aerol¡neas Argentinas;Regular Cabotaje;100;265;2
2021;LUQ - RSA;Aerol¡neas Argentinas;Regular Cabotaje;391,5;624;6,5
2020;LUQ - UAQ;Aerol¡neas Argentinas;Regular Cabotaje;158,5;192;1,5
2021;LUQ - UAQ;Aerol¡neas Argentinas;Regular Cabotaje;385;672;7
2021;MDQ - MDZ;Aerol¡neas Argentinas;No Regular Cabotaje;38,5;48;0,5
2018;MDQ - MDZ;Aerol¡neas Argentinas;Regular Cabotaje;202,5;256;2
2021;MDQ - MDZ;Aerol¡neas Argentinas;Regular Cabotaje;2777;3360;35
2017;MDQ - MVD;Aerol¡neas Argentinas;Regular Internacional;125;170;1
2018;MDQ - NQN;Aerol¡neas Argentinas;Regular Cabotaje;116;170;1
2019;MDQ - NQN;Aerol¡neas Argentinas;Regular Cabotaje;63;85;0,5
2019;MDQ - POA;Aerol¡neas Argentinas;Regular Internacional;96;170;1
2021;MDQ - PRA;Aerol¡neas Argentinas;Regular Cabotaje;51;96;1
2018;MDQ - REL;Aerol¡neas Argentinas;Regular Cabotaje;75,5;170;1
2019;MDQ - REL;Aerol¡neas Argentinas;Regular Cabotaje;113,5;128;1
2021;MDQ - REL;Aerol¡neas Argentinas;Regular Cabotaje;198,5;320;3
2019;MDQ - RGL;Aerol¡neas Argentinas;Regular Cabotaje;79,5;85;0,5
2018;MDQ - ROS;Aerol¡neas Argentinas;Regular Cabotaje;425;680;4
2020;MDQ - ROS;Aerol¡neas Argentinas;Regular Cabotaje;285,5;532;4
2021;MDQ - ROS;Aerol¡neas Argentinas;Regular Cabotaje;1813;3120;32,5
2021;MDQ - SDE;Aerol¡neas Argentinas;Av. Gral Cabotaje;35,5;48;0,5
2021;MDQ - SDE;Aerol¡neas Argentinas;Regular Cabotaje;107;144;1,5
2021;MDQ - SFN;Aerol¡neas Argentinas;No Regular Cabotaje;154,5;240;2,5
2021;MDQ - SFN;Aerol¡neas Argentinas;Regular Cabotaje;154,5;240;2,5
2020;MDQ - TUC;Aerol¡neas Argentinas;Regular Cabotaje;458;596;4
2021;MDQ - TUC;Aerol¡neas Argentinas;Regular Cabotaje;2777,5;3408;35,5
2017;MDQ - USH;Aerol¡neas Argentinas;Regular Cabotaje;51,5;69;0,5
2018;MDQ - USH;Aerol¡neas Argentinas;Regular Cabotaje;135,5;170;1
2020;MDQ - VVI;Aerol¡neas Argentinas;Regular Internacional;151;170;1
2019;MDZ - MDZ;Aerol¡neas Argentinas;Regular Cabotaje;65;85;0,5
2021;MDZ - MDZ;Aerol¡neas Argentinas;Regular Cabotaje;414;484;3,5
